Airport_ID,Name,Country,Latitude,Longtitude,Altitude
BDM,Bandırma Airport,Turkey,40.31800079345703,27.97769927978516,170
ESK,Eskişehir Air Base,Turkey,39.7840995789,30.5820999146,2581
ADB,Adnan Menderes International Airport,Turkey,38.2924003601,27.156999588,412
IGL,Çiğli Airport,Turkey,38.5130004883,27.010099411,16
KCO,Cengiz Topel Airport,Turkey,40.73500061035156,30.08329963684082,182
DLM,Dalaman International Airport,Turkey,36.7131004333,28.7924995422,20
BXN,Imsık Airport,Turkey,37.140098571777344,27.669700622558597,202
EZS,Elazığ Airport,Turkey,38.6068992615,39.2914009094,2927
DIY,Diyarbakir Airport,Turkey,37.893901825,40.2010002136,2251
ERC,Erzincan Airport,Turkey,39.7102012634,39.5270004272,3783
ERZ,Erzurum International Airport,Turkey,39.9565010071,41.17020034789999,5763
TZX,Trabzon International Airport,Turkey,40.99509811401367,39.78969955444336,104
VAN,Van Ferit Melen Airport,Turkey,38.46820068359375,43.332298278808594,5480
BAL,Batman Airport,Turkey,37.9290008545,41.1166000366,1822
SXZ,Siirt Airport,Turkey,37.97890090942383,41.84040069580078,2001
BZY,Bălți International Airport,Moldova,47.843056,27.777222,758
KIV,Chişinău International Airport,Moldova,46.92770004272461,28.93099975585937,399
BEG,Belgrade Nikola Tesla Airport,Serbia,44.8184013367,20.3090991974,335
INI,Nis Airport,Serbia,43.337299,21.853701,648
TGD,Podgorica Airport,Montenegro,42.359402,19.2519,141
PRN,Priština International Airport,Serbia,42.5728,21.035801,1789
TIV,Tivat Airport,Montenegro,42.40470123291016,18.72330093383789,20
BTS,M. R. Štefánik Airport,Slovakia,48.17020034790039,17.21269989013672,436
KSC,Košice Airport,Slovakia,48.66310119628906,21.241100311279297,755
PZY,Piešťany Airport,Slovakia,48.62519836425781,17.828399658203125,545
SLD,Sliač Airport,Slovakia,48.63779830932617,19.13409996032715,1043
TAT,Poprad-Tatry Airport,Slovakia,49.073600769,20.2411003113,2356
BRX,Maria Montez International Airport,Dominican Republic,18.25149917602539,-71.12039947509766,10
CBJ,Cabo Rojo Airport,Dominican Republic,17.929000854492188,-71.6447982788086,262
LRM,Casa De Campo International Airport,Dominican Republic,18.45070075988769,-68.91179656982422,240
PUJ,Punta Cana International Airport,Dominican Republic,18.5673999786,-68.36340332030001,47
POP,Gregorio Luperon International Airport,Dominican Republic,19.75790023803711,-70.56999969482422,15
SDQ,Las Américas International Airport,Dominican Republic,18.42970085144,-69.668899536133,59
STI,Cibao International Airport,Dominican Republic,19.406099319458008,-70.60469818115234,565
CBV,Coban Airport,Guatemala,15.468999862670898,-90.40670013427734,4339
GUA,La Aurora Airport,Guatemala,14.5833,-90.527496,4952
RER,Retalhuleu Airport,Guatemala,14.520999908447266,-91.69730377197266,656
GSJ,San José Airport,Guatemala,13.9362001419,-90.8358001709,29
LCE,Goloson International Airport,Honduras,15.7425,-86.852997,39
SAP,Ramón Villeda Morales International Airport,Honduras,15.4526,-87.923599,91
GJA,La Laguna Airport,Honduras,16.4454,-85.906601,49
RTB,Juan Manuel Galvez International Airport,Honduras,16.316799,-86.523003,39
TEA,Tela Airport,Honduras,15.7759,-87.4758,7
TGU,Toncontín International Airport,Honduras,14.06089973449707,-87.21720123291016,3294
TJI,Trujillo Airport,Honduras,15.9268,-85.938202,3
OCJ,Boscobel Aerodrome,Jamaica,18.404199600219727,-76.96900177001953,90
KIN,Norman Manley International Airport,Jamaica,17.935699462890625,-76.7874984741211,10
MBJ,Sangster International Airport,Jamaica,18.503700256347656,-77.91339874267578,4
POT,Ken Jones Airport,Jamaica,18.1987991333,-76.53450012210001,20
KTP,Tinson Pen Airport,Jamaica,17.98859977722168,-76.82379913330078,16
ACA,General Juan N Alvarez International Airport,Mexico,16.757099151611328,-99.75399780273438,16
NTR,Del Norte International Airport,Mexico,25.865601,-100.237,1476
AGU,Jesús Terán Paredo International Airport,Mexico,21.705601,-102.318001,6112
HUX,Bahías de Huatulco International Airport,Mexico,15.7753,-96.262604,464
CVJ,General Mariano Matamoros Airport,Mexico,18.834800720214844,-99.26129913330078,4277
ACN,Ciudad Acuña New International Airport,Mexico,29.332899,-101.098998,1410
CME,Ciudad del Carmen International Airport,Mexico,18.65369987487793,-91.79900360107422,10
NCG,Nuevo Casas Grandes Airport,Mexico,30.3974,-107.875,4850
CUL,Bachigualato Federal International Airport,Mexico,24.7644996643,-107.474998474,108
CTM,Chetumal International Airport,Mexico,18.50469970703125,-88.32679748535156,39
CEN,Ciudad Obregón International Airport,Mexico,27.39259910583496,-109.83300018310548,243
CPE,Ingeniero Alberto Acuña Ongay International Airport,Mexico,19.816799163800003,-90.5002975464,34
CJS,Abraham González International Airport,Mexico,31.63610076904297,-106.4290008544922,3904
CUU,General Roberto Fierro Villalobos International Airport,Mexico,28.702899932900003,-105.964996338,4462
CVM,General Pedro Jose Mendez International Airport,Mexico,23.7033004761,-98.9564971924,761
CZM,Cozumel International Airport,Mexico,20.52239990234375,-86.92559814453125,15
DGO,General Guadalupe Victoria International Airport,Mexico,24.1242008209,-104.527999878,6104
TPQ,Amado Nervo National Airport,Mexico,21.4195,-104.843002,3020
ESE,Ensenada International Airport,Mexico,31.7953,-116.602997,66
GDL,Don Miguel Hidalgo Y Costilla International Airport,Mexico,20.52179908752441,-103.31099700927734,5016
GYM,General José María Yáñez International Airport,Mexico,27.9689998626709,-110.9250030517578,59
TCN,Tehuacan Airport,Mexico,18.49720001220703,-97.4198989868164,5509
HMO,General Ignacio P. Garcia International Airport,Mexico,29.095899581900003,-111.047996521,627
CLQ,Licenciado Miguel de la Madrid Airport,Mexico,19.277,-103.577002,2467
ISJ,Isla Mujeres Airport,Mexico,21.2450008392334,-86.73999786376953,7
SLW,Plan De Guadalupe International Airport,Mexico,25.54949951171875,-100.9290008544922,4778
IZT,Ixtepec Airport,Mexico,16.449301,-95.093697,164
LZC,Lázaro Cárdenas Airport,Mexico,18.0016994476,-102.221000671,39
LMM,Valle del Fuerte International Airport,Mexico,25.6851997375,-109.081001282,16
BJX,Del Bajío International Airport,Mexico,20.9935,-101.481003,5956
LAP,Manuel Márquez de León International Airport,Mexico,24.0727005005,-110.361999512,69
LTO,Loreto International Airport,Mexico,25.989200592041016,-111.3479995727539,34
MAM,General Servando Canales International Airport,Mexico,25.7698993683,-97.5252990723,25
MID,Licenciado Manuel Crescencio Rejon Int Airport,Mexico,20.9370002747,-89.657699585,38
MXL,General Rodolfo Sánchez Taboada International Airport,Mexico,32.6306,-115.241997,74
MLM,General Francisco J. Mujica International Airport,Mexico,19.849899292,-101.025001526,6033
MTT,Minatitlán/Coatzacoalcos National Airport,Mexico,18.1033992767,-94.5807037354,36
LOV,Monclova International Airport,Mexico,26.9557,-101.470001,1864
MEX,Licenciado Benito Juarez International Airport,Mexico,19.4363,-99.072098,7316
MTY,General Mariano Escobedo International Airport,Mexico,25.7784996033,-100.107002258,1278
MZT,General Rafael Buelna International Airport,Mexico,23.1613998413,-106.26599884,38
NOG,Nogales International Airport,Mexico,31.22610092163086,-110.97599792480467,3990
NLD,Quetzalcóatl International Airport,Mexico,27.4438991547,-99.5705032349,484
OAX,Xoxocotlán International Airport,Mexico,16.9999008179,-96.726600647,4989
PAZ,El Tajín National Airport,Mexico,20.6026992798,-97.4608001709,497
PBC,Hermanos Serdán International Airport,Mexico,19.1581001282,-98.3713989258,7361
PPE,Mar de Cortés International Airport,Mexico,31.351987,-113.305177,71
PDS,Piedras Negras International Airport,Mexico,28.627399,-100.535004,901
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Mexico,19.396699905395508,-102.03900146484376,5258
PVR,Licenciado Gustavo Díaz Ordaz International Airport,Mexico,20.680099487304688,-105.25399780273438,23
PXM,Puerto Escondido International Airport,Mexico,15.8769,-97.089103,294
QRO,Querétaro Intercontinental Airport,Mexico,20.6173,-100.185997,6296
REX,General Lucio Blanco International Airport,Mexico,26.0089,-98.2285,139
SJD,Los Cabos International Airport,Mexico,23.15180015563965,-109.72100067138672,374
SFH,San Felipe International Airport,Mexico,30.930200576782,-114.80899810791,148
SLP,Ponciano Arriaga International Airport,Mexico,22.254299163800003,-100.930999756,6035
TRC,Francisco Sarabia International Airport,Mexico,25.5683002472,-103.411003113,3688
TGZ,Angel Albino Corzo International Airport,Mexico,16.5636005402,-93.0224990845,1499
TIJ,General Abelardo L. Rodríguez International Airport,Mexico,32.541099548339844,-116.97000122070312,489
TAM,General Francisco Javier Mina International Airport,Mexico,22.2964000702,-97.8658981323,80
TSL,Tamuin Airport,Mexico,22.0383,-98.806502,164
TLC,Licenciado Adolfo Lopez Mateos International Airport,Mexico,19.3370990753,-99.56600189210002,8466
TAP,Tapachula International Airport,Mexico,14.7943000793,-92.3700027466,97
CUN,Cancún International Airport,Mexico,21.036500930800003,-86.8770980835,22
VSA,Carlos Rovirosa Pérez International Airport,Mexico,17.996999740600586,-92.81739807128906,46
VER,General Heriberto Jara International Airport,Mexico,19.1459007263,-96.1873016357,90
ZCL,General Leobardo C. Ruiz International Airport,Mexico,22.8971004486,-102.68699646,7141
ZIH,Ixtapa Zihuatanejo International Airport,Mexico,17.601600647,-101.460998535,26
ZMM,Zamora Airport,Mexico,20.045,-102.276001,5141
ZLO,Playa De Oro International Airport,Mexico,19.1448001862,-104.558998108,30
BEF,Bluefields Airport,Nicaragua,11.991000175476074,-83.77410125732422,20
MGA,Augusto C. Sandino (Managua) International Airport,Nicaragua,12.14150047302246,-86.16819763183594,194
PUZ,Puerto Cabezas Airport,Nicaragua,14.047200202941896,-83.38670349121094,52
BOC,Bocas Del Toro International Airport,Panama,9.340849876403809,-82.25080108642578,10
CHX,Cap Manuel Niño International Airport,Panama,9.458962,-82.515062,19
DAV,Enrique Malek International Airport,Panama,8.390999794006348,-82.43499755859375,89
BLB,Panama Pacific International Airport,Panama,8.91479,-79.599602,52
PAC,Marcos A. Gelabert International Airport,Panama,8.973340034484863,-79.55560302734375,31
SYP,Ruben Cantu Airport,Panama,8.085599899291992,-80.94529724121094,272
PTY,Tocumen International Airport,Panama,9.0713596344,-79.3834991455,135
BAI,Buenos Aires Airport,Costa Rica,9.163949,-83.330171,1214
OTR,Coto 47 Airport,Costa Rica,8.60155963897705,-82.96859741210938,26
JAP,Chacarita Airport,Costa Rica,9.98141002655,-84.7726974487,7
GLF,Golfito Airport,Costa Rica,8.654009819030762,-83.18219757080078,49
GPL,Guapiles Airport,Costa Rica,10.2172002792,-83.79699707030001,883
LIR,Daniel Oduber Quiros International Airport,Costa Rica,10.5933,-85.544403,270
LSL,Los Chiles Airport,Costa Rica,11.035300254821776,-84.70610046386719,131
LIO,Limon International Airport,Costa Rica,9.95796012878418,-83.02200317382812,7
NOB,Nosara Airport,Costa Rica,9.97649002075,-85.65299987790002,33
SJO,Juan Santamaria International Airport,Costa Rica,9.993860244750977,-84.20880126953125,3021
PMZ,Palmar Sur Airport,Costa Rica,8.951029777526855,-83.46859741210938,49
XQP,Quepos Managua Airport,Costa Rica,9.443160057067873,-84.12979888916016,85
TOO,San Vito De Java Airport,Costa Rica,8.826109886169434,-82.95890045166016,3228
SAL,Monseñor Óscar Arnulfo Romero International Airport,El Salvador,13.4409,-89.055702,101
CYA,Les Cayes Airport,Haiti,18.27109909057617,-73.78829956054688,203
CAP,Cap Haitien International Airport,Haiti,19.733,-72.194702,10
JAK,Jacmel Airport,Haiti,18.241100311279297,-72.51850128173828,167
PAP,Toussaint Louverture International Airport,Haiti,18.57999992370605,-72.2925033569336,122
BCA,Gustavo Rizo Airport,Cuba,20.36529922485352,-74.5062026977539,26
BYM,Carlos Manuel de Cespedes Airport,Cuba,20.39640045166016,-76.62139892578125,203
AVI,Maximo Gomez Airport,Cuba,22.027099609375,-78.78959655761719,335
CCC,Jardines Del Rey Airport,Cuba,22.4610004425,-78.32839965820001,13
CFG,Jaime Gonzalez Airport,Cuba,22.149999618530277,-80.41419982910156,102
CYO,Vilo Acuña International Airport,Cuba,21.6165008545,-81.5459976196,10
CMW,Ignacio Agramonte International Airport,Cuba,21.420299530029297,-77.84750366210938,413
SCU,Antonio Maceo International Airport,Cuba,19.96980094909668,-75.83540344238281,249
NBW,Leeward Point Field,Cuba,19.906499862671,-75.207099914551,56
GAO,Mariana Grajales Airport,Cuba,20.08530044555664,-75.1583023071289,56
HAV,José Martí International Airport,Cuba,22.989200592041016,-82.40910339355469,210
HOG,Frank Pais International Airport,Cuba,20.785600662231445,-76.31510162353516,361
LCL,La Coloma Airport,Cuba,22.33609962463379,-83.64189910888672,131
MOA,Orestes Acosta Airport,Cuba,20.65390014648437,-74.92220306396484,16
MZO,Sierra Maestra Airport,Cuba,20.28809928894043,-77.08920288085938,112
GER,Rafael Cabrera Airport,Cuba,21.834699630737305,-82.78379821777344,79
UPB,Playa Baracoa Airport,Cuba,23.0328006744,-82.5793991089,102
QPD,Pinar Del Rio Airport,Cuba,22.42140007019043,-83.67839813232422,131
SNU,Abel Santamaria Airport,Cuba,22.49220085144043,-79.943603515625,338
SZJ,Siguanea Airport,Cuba,21.64249992370605,-82.9551010131836,39
USS,Sancti Spiritus Airport,Cuba,21.9704,-79.442703,295
VRA,Juan Gualberto Gomez International Airport,Cuba,23.034400939941406,-81.435302734375,210
VTU,Hermanos Ameijeiras Airport,Cuba,20.98760032653809,-76.93579864501953,328
MAY,Clarence A. Bain Airport,Bahamas,24.28770065307617,-77.68460083007812,19
ASD,Andros Town Airport,Bahamas,24.697900772094727,-77.79560089111328,5
MHH,Leonard M Thompson International Airport,Bahamas,26.5114,-77.083503,6
SAQ,San Andros Airport,Bahamas,25.053800582885746,-78.04900360107422,5
AXP,Spring Point Airport,Bahamas,22.441799163800003,-73.97090148930002,11
TCB,Treasure Cay Airport,Bahamas,26.745300293,-77.3912963867,8
CCZ,Chub Cay Airport,Bahamas,25.41710090637207,-77.88089752197266,5
GHC,Great Harbour Cay Airport,Bahamas,25.7383,-77.840103,18
BIM,South Bimini Airport,Bahamas,25.6998996735,-79.2647018433,10
GGT,Exuma International Airport,Bahamas,23.5625991821,-75.8779983521,9
ELH,North Eleuthera Airport,Bahamas,25.474899292,-76.6835021973,13
GHB,Governor's Harbour Airport,Bahamas,25.2847003937,-76.3310012817,26
NMC,Normans Cay Airport,Bahamas,24.59429931640625,-76.82019805908203,8
RSD,Rock Sound Airport,Bahamas,24.8950787333,-76.1768817902,10
TYM,Staniel Cay Airport,Bahamas,24.169099807739254,-76.43910217285156,5
FPO,Grand Bahama International Airport,Bahamas,26.5587005615,-78.695602417,7
IGA,Inagua Airport,Bahamas,20.975000381469727,-73.66690063476562,8
LGI,Deadman's Cay Airport,Bahamas,23.1790008545,-75.09359741210001,9
SML,Stella Maris Airport,Bahamas,23.582317,-75.268621,10
MYG,Mayaguana Airport,Bahamas,22.379499,-73.013494,11
NAS,Lynden Pindling International Airport,Bahamas,25.0389995575,-77.46620178219999,16
DCT,Duncan Town Airport,Bahamas,22.18180084228516,-75.72949981689453,6
RCY,Rum Cay Airport,Bahamas,23.68440055847168,-74.83619689941406,15
ZSA,San Salvador Airport,Bahamas,24.06329917907715,-74.52400207519531,24
BZE,Philip S. W. Goldson International Airport,Belize,17.539100646972656,-88.30819702148438,15
NAN,Nadi International Airport,Fiji,-17.755399703979492,177.4429931640625,59
SUV,Nausori International Airport,Fiji,-18.04330062866211,178.5590057373047,17
VLI,Bauerfield International Airport,Vanuatu,-17.699300765991,168.32000732422,70
KNQ,Koné Airport,New Caledonia,-21.05430030822754,164.83700561523438,23
KOC,Koumac Airport,New Caledonia,-20.546300888061523,164.25599670410156,42
LIF,Lifou Airport,New Caledonia,-20.774799346923828,167.24000549316406,92
GEA,Nouméa Magenta Airport,New Caledonia,-22.25830078125,166.47300720214844,10
MEE,Maré Airport,New Caledonia,-21.4817008972168,168.03799438476562,141
TOU,Touho Airport,New Caledonia,-20.790000915527344,165.25900268554688,10
UVE,Ouvéa Airport,New Caledonia,-20.640600204467773,166.572998046875,23
NOU,La Tontouta International Airport,New Caledonia,-22.01460075378418,166.21299743652344,52
AKL,Auckland International Airport,New Zealand,-37.0080986023,174.792007446,23
TUO,Taupo Airport,New Zealand,-38.73970031738281,176.08399963378906,1335
AMZ,Ardmore Airport,New Zealand,-37.02970123291016,174.97300720214844,111
CHC,Christchurch International Airport,New Zealand,-43.48939895629883,172.53199768066406,123
CHT,Chatham Islands-Tuuta Airport,New Zealand,-43.810001373291016,-176.45700073242188,43
DUD,Dunedin Airport,New Zealand,-45.9281005859375,170.197998046875,4
GIS,Gisborne Airport,New Zealand,-38.66329956054688,177.97799682617188,15
GTN,Glentanner Airport,New Zealand,-43.906700134277344,170.1280059814453,1824
HKK,Hokitika Airfield,New Zealand,-42.713600158691406,170.98500061035156,146
HLZ,Hamilton International Airport,New Zealand,-37.8666992188,175.332000732,172
KKE,Kerikeri Airport,New Zealand,-35.26279830932617,173.91200256347656,492
KAT,Kaitaia Airport,New Zealand,-35.06999969482422,173.28500366210938,270
ALR,Alexandra Airport,New Zealand,-45.211700439453125,169.3730010986328,752
MON,Mount Cook Airport,New Zealand,-43.76499938964844,170.13299560546875,2153
TEU,Manapouri Airport,New Zealand,-45.53310012817383,167.64999389648438,687
MRO,Hood Airport,New Zealand,-40.97330093383789,175.63400268554688,364
NPL,New Plymouth Airport,New Zealand,-39.00859832763672,174.1790008544922,97
NSN,Nelson Airport,New Zealand,-41.298301696777344,173.2209930419922,17
IVC,Invercargill Airport,New Zealand,-46.41239929199219,168.31300354003906,5
OHA,RNZAF Base Ohakea,New Zealand,-40.20600128173828,175.38800048828125,164
OAM,Oamaru Airport,New Zealand,-44.970001220703125,171.08200073242188,99
PMR,Palmerston North Airport,New Zealand,-40.32059860229492,175.61700439453125,151
PPQ,Paraparaumu Airport,New Zealand,-40.90470123291016,174.98899841308594,22
ZQN,Queenstown International Airport,New Zealand,-45.0210990906,168.738998413,1171
ROT,Rotorua Regional Airport,New Zealand,-38.10919952392578,176.31700134277344,935
TRG,Tauranga Airport,New Zealand,-37.67190170288086,176.1959991455078,13
TIU,Timaru Airport,New Zealand,-44.30279922485352,171.22500610351562,89
TWZ,Pukaki Airport,New Zealand,-44.2350006104,170.117996216,1575
BHE,Woodbourne Airport,New Zealand,-41.5182991027832,173.8699951171875,109
WKA,Wanaka Airport,New Zealand,-44.722198486328,169.24600219727,1142
WHK,Whakatane Airport,New Zealand,-37.92060089111328,176.91400146484375,20
WLG,Wellington International Airport,New Zealand,-41.3272018433,174.804992676,41
WIR,Wairoa Airport,New Zealand,-39.00690078735352,177.40699768066406,42
WRE,Whangarei Airport,New Zealand,-35.7682991027832,174.36500549316406,133
WSZ,Westport Airport,New Zealand,-41.73809814453125,171.58099365234375,13
WAG,Wanganui Airport,New Zealand,-39.96220016479492,175.02499389648438,27
HEA,Herat Airport,Afghanistan,34.209999084472656,62.22829818725586,3206
JAA,Jalalabad Airport,Afghanistan,34.39979934692383,70.49859619140625,1814
KBL,Hamid Karzai International Airport,Afghanistan,34.565899,69.212303,5877
KDH,Kandahar Airport,Afghanistan,31.505800247192383,65.8478012084961,3337
MMZ,Maimana Airport,Afghanistan,35.93080139160156,64.76090240478516,2743
MZR,Mazar I Sharif Airport,Afghanistan,36.70690155029297,67.20970153808594,1284
OAH,Shindand Airport,Afghanistan,33.3913002014,62.2610015869,3773
UND,Konduz Airport,Afghanistan,36.66510009765625,68.91079711914062,1457
AHB,Abha Regional Airport,Saudi Arabia,18.2404003143,42.65660095210001,6858
HOF,Al Ahsa Airport,Saudi Arabia,25.28529930114746,49.485198974609375,588
ABT,Al Baha Airport,Saudi Arabia,20.2961006165,41.6343002319,5486
BHH,Bisha Airport,Saudi Arabia,19.984399795532227,42.62089920043945,3887
DMM,King Fahd International Airport,Saudi Arabia,26.471200942993164,49.79790115356445,72
DHA,King Abdulaziz Air Base,Saudi Arabia,26.265399932900003,50.1520004272,84
GIZ,Jizan Regional Airport,Saudi Arabia,16.901100158691406,42.58580017089844,20
ELQ,Gassim Airport,Saudi Arabia,26.30279922485352,43.77439880371094,2126
URY,Gurayat Domestic Airport,Saudi Arabia,31.412413,37.278898,1672
HAS,Ha'il Airport,Saudi Arabia,27.437901,41.686298,3331
QJB,Jubail Airport,Saudi Arabia,27.03899955749512,49.40510177612305,26
JED,King Abdulaziz International Airport,Saudi Arabia,21.6796,39.156502,48
KMC,King Khaled Military City Airport,Saudi Arabia,27.9009,45.528198,1352
MED,Prince Mohammad Bin Abdulaziz Airport,Saudi Arabia,24.5534,39.705101,2151
EAM,Nejran Airport,Saudi Arabia,17.611400604248047,44.4192008972168,3982
AQI,Al Qaisumah/Hafr Al Batin Airport,Saudi Arabia,28.335199,46.125099,1174
RAH,Rafha Domestic Airport,Saudi Arabia,29.626399993896484,43.4906005859375,1474
RUH,King Khaled International Airport,Saudi Arabia,24.957599639892575,46.69879913330078,2049
RAE,Arar Domestic Airport,Saudi Arabia,30.90660095214844,41.13819885253906,1813
SHW,Sharurah Airport,Saudi Arabia,17.466899871826172,47.12139892578125,2363
SLF,Sulayel Airport,Saudi Arabia,20.46470069885254,45.61959838867188,2021
TUU,Tabuk Airport,Saudi Arabia,28.3654,36.6189,2551
TIF,Ta’if Regional Airport,Saudi Arabia,21.483001,40.543442,4848
TUI,Turaif Domestic Airport,Saudi Arabia,31.692188,38.731544,2803
EJH,Al Wajh Domestic Airport,Saudi Arabia,26.19860076904297,36.47639846801758,66
YNB,Prince Abdulmohsin Bin Abdulaziz Airport,Saudi Arabia,24.144199,38.0634,26
ABD,Abadan Airport,Iran,30.371099472,48.2282981873,10
DEF,Dezful Airport,Iran,32.434399,48.397598,474
AKW,Aghajari Airport,Iran,30.7444,49.6772,88
GCH,Gachsaran Airport,Iran,30.337600708,50.827999115,2414
OMI,Omidiyeh Airport,Iran,30.8351993560791,49.5349006652832,85
MRX,Mahshahr Airport,Iran,30.55620002746582,49.15190124511719,8
AWZ,Ahwaz Airport,Iran,31.3374004364,48.7620010376,66
AEU,Abu Musa Island Airport,Iran,25.8757,55.033001,23
BUZ,Bushehr Airport,Iran,28.9447994232,50.8345985413,68
KIH,Kish International Airport,Iran,26.5261993408,53.9802017212,101
BDH,Bandar Lengeh Airport,Iran,26.531999588,54.824798584,67
KHK,Khark Island Airport,Iran,29.260299682617188,50.32389831542969,17
SXI,Sirri Island Airport,Iran,25.908899307250977,54.539398193359375,43
LVP,Lavan Island Airport,Iran,26.810300827026367,53.35630035400391,76
KSH,Shahid Ashrafi Esfahani Airport,Iran,34.3459014893,47.1581001282,4307
SDG,Sanandaj Airport,Iran,35.24589920043945,47.00920104980469,4522
IFH,Hesa Airport,Iran,32.92890167236328,51.56110000610352,5256
KKS,Kashan Airport,Iran,33.895302,51.577,3465
IFN,Esfahan Shahid Beheshti International Airport,Iran,32.75080108642578,51.86130142211914,5059
RAS,Sardar-e-Jangal Airport,Iran,37.323333,49.617778,-40
AJK,Arak Airport,Iran,34.13809967041016,49.8473014831543,5440
THR,Mehrabad International Airport,Iran,35.68920135498047,51.31340026855469,3962
GZW,Qazvin Airport,Iran,36.240101,50.0471,4184
BND,Bandar Abbas International Airport,Iran,27.218299865722656,56.37779998779297,22
JYR,Jiroft Airport,Iran,28.7269001007,57.67029953,2663
KER,Kerman Airport,Iran,30.2744007111,56.9510993958,5741
HDR,Havadarya Airport,Iran,27.158300399780277,56.17250061035156,19
SYJ,Sirjan Airport,Iran,29.550899505615234,55.672698974609375,5846
XBJ,Birjand Airport,Iran,32.898101806640625,59.2661018371582,4952
CKT,Sarakhs Airport,Iran,36.50120162963867,61.06489944458008,945
RUD,Shahroud Airport,Iran,36.4253005981,55.1041984558,4215
TCX,Tabas Airport,Iran,33.6678009033,56.8927001953,2312
KLM,Kalaleh Airport,Iran,37.3833007812,55.4519996643,425
RZR,Ramsar Airport,Iran,36.9099006652832,50.67959976196289,-70
FAZ,Fasa Airport,Iran,28.89179992675781,53.72330093383789,4261
JAR,Jahrom Airport,Iran,28.5867004395,53.5791015625,3358
LFM,Lamerd Airport,Iran,27.3726997375,53.18880081179999,1337
SYZ,Shiraz Shahid Dastghaib International Airport,Iran,29.53919982910156,52.58980178833008,4920
KHY,Khoy Airport,Iran,38.4275016784668,44.97359848022461,3981
TBZ,Tabriz International Airport,Iran,38.1338996887207,46.23500061035156,4459
JWN,Zanjan Airport,Iran,36.7737007141,48.3594017029,5382
AZD,Shahid Sadooghi Airport,Iran,31.9048995972,54.2765007019,4054
ACZ,Zabol Airport,Iran,31.09830093383789,61.54389953613281,1628
ZBR,Konarak Airport,Iran,25.4433002472,60.3820991516,43
ZAH,Zahedan International Airport,Iran,29.47570037841797,60.90620040893555,4564
IHR,Iran Shahr Airport,Iran,27.2360992432,60.7200012207,2040
AMM,Queen Alia International Airport,Jordan,31.7226009369,35.9931983948,2395
ADJ,Amman-Marka International Airport,Jordan,31.972700119018555,35.991600036621094,2555
AQJ,Aqaba King Hussein International Airport,Jordan,29.61160087585449,35.01810073852539,175
OMF,King Hussein Air College,Jordan,32.3564,36.259201,2240
KWI,Kuwait International Airport,Kuwait,29.226600646972656,47.96889877319336,206
BEY,Beirut Rafic Hariri International Airport,Lebanon,33.820899963378906,35.488399505615234,87
KYE,Rene Mouawad Air Base,Lebanon,34.589298248291016,36.01129913330078,75
AUH,Abu Dhabi International Airport,United Arab Emirates,24.433000564575195,54.651100158691406,88
AZI,Bateen Airport,United Arab Emirates,24.428300857543945,54.458099365234375,16
DHF,Al Dhafra Air Base,United Arab Emirates,24.248199462900004,54.5476989746,77
DXB,Dubai International Airport,United Arab Emirates,25.2527999878,55.3643989563,62
FJR,Fujairah International Airport,United Arab Emirates,25.112199783325195,56.32400131225586,152
RKT,Ras Al Khaimah International Airport,United Arab Emirates,25.613500595092773,55.93880081176758,102
SHJ,Sharjah International Airport,United Arab Emirates,25.32859992980957,55.5172004699707,111
KHS,Khasab Air Base,Oman,26.17099952697754,56.2406005859375,100
MSH,Masirah Air Base,Oman,20.67539978027344,58.89049911499024,64
MCT,Muscat International Airport,Oman,23.593299865722656,58.284400939941406,48
SLL,Salalah Airport,Oman,17.038700103759766,54.09130096435547,73
TTH,Thumrait Air Base,Oman,17.666000366210938,54.024600982666016,1570
BHW,Bhagatanwala Airport,Pakistan,32.056098938,72.94840240479999,600
LYP,Faisalabad International Airport,Pakistan,31.364999771118164,72.99479675292969,591
GWD,Gwadar International Airport,Pakistan,25.233299255371094,62.329498291015625,36
GIL,Gilgit Airport,Pakistan,35.918800354003906,74.33360290527344,4796
JAG,Shahbaz Air Base,Pakistan,28.28420066833496,68.44969940185547,185
KHI,Jinnah International Airport,Pakistan,24.9065,67.160797,100
LHE,Alama Iqbal International Airport,Pakistan,31.5216007232666,74.40360260009766,712
XJM,Mangla Airport,Pakistan,33.05009841918945,73.63839721679688,902
MFG,Muzaffarabad Airport,Pakistan,34.3390007019043,73.50859832763672,2691
MWD,Mianwali Air Base,Pakistan,32.5630989074707,71.5707015991211,690
MJD,Moenjodaro Airport,Pakistan,27.3351993560791,68.14309692382812,154
MUX,Multan International Airport,Pakistan,30.20319938659668,71.41909790039062,403
WNS,Shaheed Benazirabad Airport,Pakistan,26.2194,68.390099,95
PJG,Panjgur Airport,Pakistan,26.954500198364254,64.13249969482422,3289
PSI,Pasni Airport,Pakistan,25.29050064086914,63.34510040283203,33
PEW,Peshawar International Airport,Pakistan,33.993900299072266,71.51460266113281,1158
UET,Quetta International Airport,Pakistan,30.251399993896484,66.93779754638672,5267
RYK,Shaikh Zaid Airport,Pakistan,28.383899688720703,70.27960205078125,271
RAZ,Rawalakot Airport,Pakistan,33.849700927734375,73.79810333251953,5479
SKZ,Sukkur Airport,Pakistan,27.722000122070312,68.79170227050781,196
