Airport_ID,Name,Country_ID,geom
GKA,Goroka Airport,Papua New Guinea,01010000C0DAFDFF3F8B2C624037EBFF7FA65318C00000000000A2B4400000000000000000
MAG,Madang Airport,Papua New Guinea,01010000C07A1500803F39624066FFFFBF0CD414C000000000000034400000000000000000
HGU,Mount Hagen Kagamuga Airport,Papua New Guinea,01010000C0000000E07809624000000000A24E17C000000000000CB5400000000000000000
LAE,Nadzab Airport,Papua New Guinea,01010000C0BE141E343B57624098A608707A471AC00000000000E06D400000000000000000
POM,Port Moresby Jacksons International Airport,Papua New Guinea,01010000C0000000400A676240FFFFFFBF02E322C000000000004062400000000000000000
WWK,Wewak International Airport,Papua New Guinea,01010000C03F2F008068F56140F8050020AFAB0CC000000000000033400000000000000000
UAK,Narsarsuaq Airport,Greenland,01010000C0BCE7FF1F87B646C0571900408B944E400000000000005C400000000000000000
GOH,Godthaab / Nuuk Airport,Greenland,01010000C062EBFFFFCBD649C0BD0A00C0370C50400000000000B071400000000000000000
SFJ,Kangerlussuaq Airport,Greenland,01010000C0ED0E00D0155B49C0FA565C3EC8C050400000000000A064400000000000000000
THU,Thule Air Base,Greenland,01010000C08BF3FF3F012D51C07AF5FF1FFF2153400000000000606F400000000000000000
AEY,Akureyri Airport,Iceland,01010000C0000000809C1232C0000000803D6A504000000000000018400000000000000000
EGS,Egilsstaðir Airport,Iceland,01010000C00000004084CD2CC0000000A02152504000000000000053400000000000000000
HFN,Hornafjörður Airport,Iceland,01010000C06A4DF38E53742EC08EEA7420EB12504000000000000038400000000000000000
HZK,Húsavík Airport,Iceland,01010000C03410CB660E6D31C0AEBCE47FF27C504000000000000048400000000000000000
IFJ,Ísafjörður Airport,Iceland,01010000C000000000A32237C0000000E0B783504000000000000020400000000000000000
KEF,Keflavik International Airport,Iceland,01010000C05F0000A0089B36C03E00008014FE4F4000000000006065400000000000000000
PFJ,Patreksfjörður Airport,Iceland,01010000C0D7A3703D0AF737C062855B3E9263504000000000000026400000000000000000
RKV,Reykjavik Airport,Iceland,01010000C0DDE0FF1FCBF035C010FBFFDF5108504000000000000048400000000000000000
SIJ,Siglufjörður Airport,Iceland,01010000C0423EE8D9ACEA32C08BE1EA008888504000000000000024400000000000000000
VEY,Vestmannaeyjar Airport,Iceland,01010000C0FFFFFFFF654734C0000000804FB64F4000000000006074400000000000000000
YAM,Sault Ste Marie Airport,Canada,01010000C0000000009A2055C000000080143E47400000000000B083400000000000000000
YAY,St. Anthony Airport,Canada,01010000C01BEDFFFFA20A4CC04D0700C029B249400000000000005B400000000000000000
YAZ,Tofino / Long Beach Airport,Canada,01010000C05915E126A3715FC01F12BEF7378A484000000000000054400000000000000000
YBB,Kugaaruk Airport,Canada,01010000C0A27DACE0B77356C0C87C40A0332251400000000000004C400000000000000000
YBC,Baie Comeau Airport,Canada,01010000C0000000E0140D51C0000000C0F59048400000000000C051400000000000000000
YBG,CFB Bagotville,Canada,01010000C000000000C5BF51C000000020512A484000000000005080400000000000000000
YBK,Baker Lake Airport,Canada,01010000C056F6FF9FFA0458C0880D0020211350400000000000804D400000000000000000
YBL,Campbell River Airport,Canada,01010000C0FFFFFF1F58515FC0000000E0B3F948400000000000A075400000000000000000
YBR,Brandon Municipal Airport,Canada,01010000C0460A65E1EBFC58C014AE47E17AF448400000000000FC94400000000000000000
YCB,Cambridge Bay Airport,Canada,01010000C0B1B2FFFFD4485AC059FCFF1FEB46514000000000008056400000000000000000
YCD,Nanaimo Airport,Canada,01010000C03D82FFD3ABF75EC08219AB430987484000000000000057400000000000000000
YCG,Castlegar/West Kootenay Regional Airport,Canada,01010000C09CCEFFBF72685DC006E9FF5FF0A5484000000000006099400000000000000000
YCH,Miramichi Airport,Canada,01010000C0F790F0BDBF5C50C024F0879FFF8047400000000000005B400000000000000000
YCL,Charlo Airport,Canada,01010000C0B2B96A9E239550C06BF46A80D2FE474000000000008060400000000000000000
YCO,Kugluktuk Airport,Canada,01010000C0376E313F37C95CC0CBA0DAE044F4504000000000008052400000000000000000
YCT,Coronation Airport,Canada,01010000C0523000E07ADC5BC04FEAFF9F99094A40000000000046A4400000000000000000
YCW,Chilliwack Airport,Canada,01010000C03C4C00A0187C5EC0760F00008F93484000000000000040400000000000000000
YCY,Clyde River Airport,Canada,01010000C00EF8FF9F112151C0E10900401C9F51400000000000C055400000000000000000
YZS,Coral Harbour Airport,Canada,01010000C08204006000D754C0F9F3FFFF5E0C50400000000000406A400000000000000000
YDA,Dawson City Airport,Canada,01010000C0000000A0186461C000000020C20250400000000000FC92400000000000000000
YDB,Burwash Airport,Canada,01010000C0000000E04F6161C00000004080AF4E400000000000AEA4400000000000000000
YDF,Deer Lake Airport,Canada,01010000C00000006019B24CC000000080FB9A484000000000000052400000000000000000
YDL,Dease Lake Airport,Canada,01010000C02C2E0020064160C0D31100A00A364D40000000000050A4400000000000000000
YDN,Dauphin Barker Airport,Canada,01010000C000000000540359C001000000E78C49400000000000388F400000000000000000
YDQ,Dawson Creek Airport,Canada,01010000C000000040B60B5EC0000000A003DF4B400000000000C8A0400000000000000000
YEG,Edmonton International Airport,Canada,01010000C0F8F0FFBF1E655CC022FCFF3FA4A74A4000000000008AA2400000000000000000
YEK,Arviat Airport,Canada,01010000C042F2FFFF878457C0750C00C00E8C4E4000000000000040400000000000000000
YEN,Estevan Airport,Canada,01010000C097080000D3BD59C0D6170020EB9A48400000000000C49D400000000000000000
YET,Edson Airport,Canada,01010000C0111E0080C21D5DC04EE7FF5F19CA4A400000000000C6A7400000000000000000
YEU,Eureka Airport,Canada,01010000C05E0500E01B7455C0C9FFFF1FA9FF534000000000000070400000000000000000
YEV,Inuvik Mike Zubko Airport,Canada,01010000C0260200C074AF60C0BF0D0000781351400000000000006C400000000000000000
YFB,Iqaluit Airport,Canada,01010000C062855B3E922351C08350DEC7D1E04F400000000000805B400000000000000000
YFC,Fredericton Airport,Canada,01010000C00000008061A250C00000002038EF464000000000000051400000000000000000
YFE,Forestville Airport,Canada,01010000C000000080384651C000000040805F484000000000005072400000000000000000
YFO,Flin Flon Airport,Canada,01010000C0FFFFFFDFA56B59C000000000CC564B400000000000288F400000000000000000
YFR,Fort Resolution Airport,Canada,01010000C05590FFFF286C5CC024FFFF7F24974E4000000000007080400000000000000000
YFS,Fort Simpson Airport,Canada,01010000C0010000002B4F5EC0000000404EE14E4000000000005881400000000000000000
YGK,Kingston Norman Rogers Airport,Canada,01010000C0000000A0332653C0000000A0D61C464000000000001073400000000000000000
YGL,La Grande Rivière Airport,Canada,01010000C0000000A0116D53C0000000E009D04A400000000000F883400000000000000000
YGP,Gaspé (Michel-Pouliot) Airport,Canada,01010000C00CF5FF5FA11E50C0E61200003D6348400000000000005C400000000000000000
YGQ,Geraldton Greenstone Regional Airport,Canada,01010000C0000000201FBC55C0000000609FE348400000000000E091400000000000000000
YGR,Îles-de-la-Madeleine Airport,Canada,01010000C0000000C098E34EC0000000A05CB6474000000000008041400000000000000000
YHB,Hudson Bay Airport,Canada,01010000C0C4B3FF5FE79359C0CC0500A089684A4000000000005C92400000000000000000
YHD,Dryden Regional Airport,Canada,01010000C08AE76C01A12F57C0D68EE21C75EA484000000000002895400000000000000000
YHI,Ulukhaktok Holman Airport,Canada,01010000C00000008095735DC0000000C0D1B051400000000000405D400000000000000000
YHK,Gjoa Haven Airport,Canada,01010000C08DF6FF7F61F657C0EDFEFF9FAD28514000000000000063400000000000000000
YHM,John C. Munro Hamilton International Airport,Canada,01010000C0B7010000D7FB53C0C21300803896454000000000006088400000000000000000
YHU,Montréal / Saint-Hubert Airport,Canada,01010000C073090080AE5A52C0E91800803DC2464000000000008056400000000000000000
YHY,Hay River / Merlyn Carter Airport,Canada,01010000C070A0FF9F1CF25CC0DAFDFF3F7B6B4E400000000000E880400000000000000000
YHZ,Halifax / Stanfield International Airport,Canada,01010000C0D0EBFFBF19C14FC0F3E7FFFFBD7046400000000000D07D400000000000000000
YIB,Atikokan Municipal Airport,Canada,01010000C079F2FFDFDEE856C0F71000200F63484000000000000096400000000000000000
YIO,Pond Inlet Airport,Canada,01010000C0F2070060DE7D53C059FCFF1FBB2B52400000000000A066400000000000000000
YJN,St Jean Airport,Canada,01010000C000000080FD5152C0000000E0AEA5464000000000000061400000000000000000
YJT,Stephenville Airport,Canada,01010000C00000006066464DC000000060A845484000000000000055400000000000000000
YKA,Kamloops Airport,Canada,01010000C058D9FF7F6A1C5EC00C1500C0E15949400000000000B491400000000000000000
YKF,Waterloo Airport,Canada,01010000C0D9FAFFFF3A1854C0DC000080FBBA454000000000007C90400000000000000000
YKL,Schefferville Airport,Canada,01010000C0000000008AB350C00000002014674B400000000000B49A400000000000000000
YKY,Kindersley Airport,Canada,01010000C0A8260080954B5BC0E91800803DC249400000000000CAA1400000000000000000
YKZ,Buttonville Municipal Airport,Canada,01010000C000000020AED753C0000000A05CEE454000000000005084400000000000000000
YLD,Chapleau Airport,Canada,01010000C00000006030D654C0000000C0F5E847400000000000F896400000000000000000
YLJ,Meadow Lake Airport,Canada,01010000C0000000E078215BC0000000E009104B400000000000A098400000000000000000
YLL,Lloydminster Airport,Canada,01010000C000000000AC845BC0000000E093A74A40000000000022A1400000000000000000
YLT,Alert Airport,Canada,01010000C0541300C0EA234FC09FF4FF9F23A1544000000000000059400000000000000000
YLW,Kelowna International Airport,Canada,01010000C00BF2FF1F31D85DC00A12008061FA484000000000003496400000000000000000
YMA,Mayo Airport,Canada,01010000C0000000A0C6FB60C000000040E6CE4F400000000000D499400000000000000000
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,01010000C0000000A0C6635AC000000040472A49400000000000909D400000000000000000
YMM,Fort McMurray Airport,Canada,01010000C0ACECFF3F35CE5BC07CF8FF5F9F534C400000000000EC92400000000000000000
YMO,Moosonee Airport,Canada,01010000C000000040E62654C0FFFFFFBF42A549400000000000003E400000000000000000
YMW,Maniwaki Airport,Canada,01010000C0B1F5FFFF65FF52C0D6170020EB22474000000000008084400000000000000000
YMX,Montreal International (Mirabel) Airport,Canada,01010000C01B9FC9FE798252C0B64C86E3F9D646400000000000E070400000000000000000
YNA,Natashquan Airport,Canada,01010000C00000008004E54EC0FFFFFFDF5118494000000000008043400000000000000000
YND,Ottawa / Gatineau Airport,Canada,01010000C090FCFFFF11E452C0BCE7FF1FC7C246400000000000606A400000000000000000
YNM,Matagami Airport,Canada,01010000C000000020617353C0000000607FE148400000000000B08C400000000000000000
YOC,Old Crow Airport,Canada,01010000C000000020D97A61C0000000C084E450400000000000C089400000000000000000
YOD,CFB Cold Lake,Canada,01010000C000000020DB915BC001000000D7334B400000000000BC9B400000000000000000
YOJ,High Level Airport,Canada,01010000C0000000608F4A5DC0000000008A4F4D4000000000005891400000000000000000
YOW,Ottawa Macdonald-Cartier International Airport,Canada,01010000C000000020D4EA52C0000000A047A9464000000000006077400000000000000000
YPA,Prince Albert Glass Field,Canada,01010000C013010060126B5AC0D51400E06A9B4A400000000000F495400000000000000000
YPE,Peace River Airport,Canada,01010000C01096B1A19B5C5DC08FC360FE0A1D4C400000000000449D400000000000000000
YPG,Southport Airport,Canada,01010000C0AF05BD37869158C070067FBF98F348400000000000A88B400000000000000000
YPL,Pickle Lake Airport,Canada,01010000C000000080B58D56C0000000A023B949400000000000CC93400000000000000000
YPN,Port Menier Airport,Canada,01010000C000000060781250C0000000200FEB48400000000000E064400000000000000000
YPQ,Peterborough Airport,Canada,01010000C000000040409753C0000000A0701D46400000000000A083400000000000000000
YPR,Prince Rupert Airport,Canada,01010000C0EFE1FF7F3D4E60C079F2FFDF9E244B400000000000005D400000000000000000
YPY,Fort Chipewyan Airport,Canada,01010000C0000000E07CC75BC0000000A033624D400000000000C887400000000000000000
YQA,Muskoka Airport,Canada,01010000C00000004069D353C000000000C37C46400000000000E88C400000000000000000
YQB,Quebec Jean Lesage International Airport,Canada,01010000C0CC9A58E02BD951C0CCEEC9C3426547400000000000806E400000000000000000
YQF,Red Deer Regional Airport,Canada,01010000C0FFFFFF3F37795CC00000006052174A40000000000030A7400000000000000000
YQG,Windsor Airport,Canada,01010000C00000008028BD54C0000000E04623454000000000007083400000000000000000
YQH,Watson Lake Airport,Canada,01010000C0000000E04D1A60C000000040E60E4E4000000000009EA1400000000000000000
YQK,Kenora Airport,Canada,01010000C0FFFFFFFF3C9757C001000000E7E448400000000000D094400000000000000000
YQL,Lethbridge County Airport,Canada,01010000C09242004033335CC0EDFEFF9FADD048400000000000D0A7400000000000000000
YQM,Greater Moncton International Airport,Canada,01010000C0000000206E2B50C0000000A05C0E47400000000000006D400000000000000000
YQQ,Comox Airport,Canada,01010000C0000000A0C4385FC000000080FBDA484000000000000055400000000000000000
YQR,Regina International Airport,Canada,01010000C0000000C09F2A5AC000000080483749400000000000989D400000000000000000
YQT,Thunder Bay Airport,Canada,01010000C0000000C0BA5456C0000000609A2F484000000000006884400000000000000000
YQU,Grande Prairie Airport,Canada,01010000C0A6C0FFDFA3B85DC08204006000974B40000000000026A1400000000000000000
YQV,Yorkton Municipal Airport,Canada,01010000C000000060919D59C0000000C0E1A1494000000000008C99400000000000000000
YQW,North Battleford Airport,Canada,01010000C0000000C09D0F5BC00000002075624A4000000000001C9C400000000000000000
YQX,Gander International Airport,Canada,01010000C000000080B7484BC000000060EC7748400000000000007F400000000000000000
YQY,Sydney / J.A. Douglas McCurdy Airport,Canada,01010000C03868AF3E1E064EC086C954C1A814474000000000006069400000000000000000
YQZ,Quesnel Airport,Canada,01010000C0010000E0A3A05EC00000004057834A400000000000F49B400000000000000000
YRB,Resolute Bay Airport,Canada,01010000C056F6FF9F0ABE57C08FF9FFBFE1AD52400000000000E06A400000000000000000
YRI,Rivière-du-Loup Airport,Canada,01010000C0000000C06B6551C0FFFFFFDFD7E147400000000000B07A400000000000000000
YRJ,Roberval Airport,Canada,01010000C0000000A0FF1052C0000000608F42484000000000005082400000000000000000
YRM,Rocky Mountain House Airport,Canada,01010000C04D6A0020DBB95CC08204006000374A40000000000058A9400000000000000000
YRT,Rankin Inlet Airport,Canada,01010000C04A010040690757C0DF060000DC674F4000000000008057400000000000000000
YSB,Sudbury Airport,Canada,01010000C000000020213354C000000000005047400000000000D491400000000000000000
YSC,Sherbrooke Airport,Canada,01010000C0000000E03FEC51C00000000024B846400000000000C088400000000000000000
YSJ,Saint John Airport,Canada,01010000C0000000A0FA7850C00000000076A8464000000000005076400000000000000000
YSM,Fort Smith Airport,Canada,01010000C00000006091FD5BC00000004099024E400000000000F884400000000000000000
YSR,Nanisivik Airport,Canada,01010000C0A7B05241452755C04E469561DC3E5240000000000074A0400000000000000000
YSU,Summerside Airport,Canada,01010000C000000060B3EA4FC0000000A0653847400000000000004C400000000000000000
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Canada,01010000C0643100408D4F5FC0DF0600009CFF51400000000000A071400000000000000000
YTE,Cape Dorset Airport,Canada,01010000C02B0B0080B52153C0C4F6FF5FB80E504000000000008064400000000000000000
YTH,Thompson Airport,Canada,01010000C0010000004F7758C0000000808AE64B400000000000C886400000000000000000
YTR,CFB Trenton,Canada,01010000C000000060CC6153C000000020380F46400000000000B071400000000000000000
YTS,Timmins/Victor M. Power,Canada,01010000C05E0500E01B5854C0E2E9FFDFEB4848400000000000388E400000000000000000
YTZ,Billy Bishop Toronto City Centre Airport,Canada,01010000C00727A25F5BD953C0E8A221E351D045400000000000806F400000000000000000
YUB,Tuktoyaktuk Airport,Canada,01010000C000000000D5A060C000000020BB5B51400000000000002E400000000000000000
YUL,Montreal / Pierre Elliott Trudeau International Airport,Canada,01010000C04A010040696F52C0630E00A03CBC46400000000000805D400000000000000000
YUT,Repulse Bay Airport,Canada,01010000C08EF6FF7F618E55C0F40A00A05EA1504000000000000054400000000000000000
YUX,Hall Beach Airport,Canada,01010000C0EC51B81E854F54C05C0200A0AB3151400000000000003E400000000000000000
YUY,Rouyn Noranda Airport,Canada,01010000C0000000807AB553C000000080611A48400000000000E08E400000000000000000
YVC,La Ronge Airport,Canada,01010000C0986E00A0C4505AC0870D002061934B4000000000006893400000000000000000
YVG,Vermilion Airport,Canada,01010000C055790060BCB45BC0D51400E08AAD4A400000000000A49F400000000000000000
YVM,Qikiqtarjuaq Airport,Canada,01010000C093020080020250C0F2070060EEE2504000000000000035400000000000000000
YVO,Val-d'Or Airport,Canada,01010000C0CB020060197253C094020080D206484000000000004C91400000000000000000
YVP,Kuujjuaq Airport,Canada,01010000C000000060521B51C0000000004D0C4D4000000000002060400000000000000000
YVQ,Norman Wells Airport,Canada,01010000C00000006012B35FC0000000C0055250400000000000C06D400000000000000000
YVR,Vancouver International Airport,Canada,01010000C0B21800A0C6CB5EC08FF9FFBFD19848400000000000002C400000000000000000
YVT,Buffalo Narrows Airport,Canada,01010000C0F7730080C01A5BC09DF1FF5FC3EB4B4000000000003C96400000000000000000
YVV,Wiarton Airport,Canada,01010000C04E469561DC4654C0ACADD85F765F46400000000000C886400000000000000000
YWA,Petawawa Airport,Canada,01010000C0000000C06D5453C0000000C0E1F946400000000000B07A400000000000000000
YWG,Winnipeg / James Armstrong Richardson International Airport,Canada,01010000C0D5F4FF7F5A4F58C058F9FFDF7AF4484000000000007888400000000000000000
YWK,Wabush Airport,Canada,01010000C00000006052B750C0000000E000764A400000000000409C400000000000000000
YWL,Williams Lake Airport,Canada,01010000C0B578FFBF74835EC0FC1900E06F174A4000000000001AA8400000000000000000
YWY,Wrigley Airport,Canada,01010000C0000000C0F7DB5EC0000000A0CD9A4F400000000000907E400000000000000000
YXC,Cranbrook/Canadian Rockies International Airport,Canada,01010000C0E2FEFF3F0CF25CC0D0FFFFBF2ECE4840000000000014A8400000000000000000
YXD,Edmonton City Centre (Blatchford Field) Airport,Canada,01010000C046D8FF1F58615CC0BFEDFF9F47C94A40000000000034A1400000000000000000
YXE,Saskatoon John G. Diefenbaker International Airport,Canada,01010000C0010000C0CCAC5AC0FFFFFFBFDC154A400000000000D499400000000000000000
YXH,Medicine Hat Airport,Canada,01010000C0000000E024AE5BC0000000606B024940000000000060A2400000000000000000
YXJ,Fort St John Airport,Canada,01010000C0FFFFFF1F5C2F5EC0000000007A1E4C400000000000D0A1400000000000000000
YXL,Sioux Lookout Airport,Canada,01010000C000000060F0F956C000000040940E49400000000000A893400000000000000000
YXP,Pangnirtung Airport,Canada,01010000C05C0200A0AB6D50C03C0900A0478950400000000000C052400000000000000000
YXR,Earlton (Timiskaming Regional) Airport,Canada,01010000C0760700E83AF653C0A6DBB56C44D9474000000000000089400000000000000000
YXS,Prince George Airport,Canada,01010000C0B578FFBF74AB5EC03E0C00E0D7F14A400000000000B6A1400000000000000000
YXT,Northwest Regional Airport Terrace-Kitimat,Canada,01010000C074266DAA6E1260C0E61E12BEF73B4B4000000000004886400000000000000000
YXU,London Airport,Canada,01010000C0AEB6627FD94954C099620E828E8445400000000000808C400000000000000000
YXX,Abbotsford Airport,Canada,01010000C0000000A01A975EC0000000003D83484000000000006068400000000000000000
YXY,Whitehorse / Erik Nielsen International Airport,Canada,01010000C0231F00E024E260C01E160020D45A4E4000000000001AA2400000000000000000
YYB,North Bay Jack Garland Airport,Canada,01010000C01CB4571F0FDB53C04E61A5828A2E47400000000000FC92400000000000000000
YYC,Calgary International Airport,Canada,01010000C0BFEDFF9F47815CC09F170040948E49400000000000CAAB400000000000000000
YYD,Smithers Airport,Canada,01010000C000000040B6CB5FC0000000C08F694B400000000000C09A400000000000000000
YYE,Fort Nelson Airport,Canada,01010000C0ACECFF3F35A65EC0F71000200F6B4D4000000000009493400000000000000000
YYF,Penticton Airport,Canada,01010000C00000002087E65DC0000000E046BB48400000000000A491400000000000000000
YYG,Charlottetown Airport,Canada,01010000C000000040808F4FC0000000C01E25474000000000000064400000000000000000
YYH,Taloyoak Airport,Canada,01010000C0C6F9FF9FE86457C0EAF8FF1FFD62514000000000000057400000000000000000
YYJ,Victoria International Airport,Canada,01010000C0AB86FF9F43DB5EC0EDFEFF9FCD5248400000000000804F400000000000000000
YYL,Lynn Lake Airport,Canada,01010000C000000020DD4459C000000040946E4C4000000000004892400000000000000000
YYN,Swift Current Airport,Canada,01010000C04EE7FF5F39EC5AC0E61200005D2549400000000000F0A4400000000000000000
YYQ,Churchill Airport,Canada,01010000C0FFFFFFFF288457C0000000209E5E4D4000000000008057400000000000000000
YYR,Goose Bay Airport,Canada,01010000C0840700A080364EC0DC000080DBA84A4000000000000064400000000000000000
YYT,St. John's International Airport,Canada,01010000C0F4EAFF3F3E604AC0710600402ECF47400000000000D07C400000000000000000
YYU,Kapuskasing Airport,Canada,01010000C000000080EB9D54C0000000A0FAB4484000000000003887400000000000000000
YYW,Armstrong Airport,Canada,01010000C000000080383A56C0000000802825494000000000008890400000000000000000
YYY,Mont Joli Airport,Canada,01010000C000000080510D51C0000000A0E64D484000000000008065400000000000000000
YYZ,Lester B. Pearson International Airport,Canada,01010000C0DD0300C05BE853C073090080AED645400000000000C881400000000000000000
YZD,Downsview Airport,Canada,01010000C000000060CCDD53C0000000400ADF454000000000006084400000000000000000
YZE,Gore Bay Manitoulin Airport,Canada,01010000C0000000E056A454C00000008051F146400000000000D883400000000000000000
YZF,Yellowknife Airport,Canada,01010000C0FFFFFFFF289C5CC0000000003D3B4F4000000000001885400000000000000000
YZH,Slave Lake Airport,Canada,01010000C05BBCFF5FBAB15CC022FCFF3F84A54B400000000000E09D400000000000000000
YZP,Sandspit Airport,Canada,01010000C0E7D2FF3F0C7A60C0E7F5FFDF8CA04A4000000000000035400000000000000000
YZR,Chris Hadfield Airport,Canada,01010000C000000000C59354C000000060EC7F454000000000009082400000000000000000
YZT,Port Hardy Airport,Canada,01010000C0000000E07CD75FC0FFFFFFDF1D5749400000000000C051400000000000000000
YZU,Whitecourt Airport,Canada,01010000C0000000405EF25CC0000000606B124B4000000000000EA4400000000000000000
YZV,Sept-Îles Airport,Canada,01010000C0000000A0FF9050C000000020951C494000000000008066400000000000000000
YZW,Teslin Airport,Canada,01010000C0000000A0C69760C0000000401E164E40000000000012A2400000000000000000
YZX,CFB Greenwood,Canada,01010000C000000080AE3A50C0000000E0007E464000000000000057400000000000000000
ZFA,Faro Airport,Canada,01010000C00000004008AC60C0000000608F1A4F4000000000005EA2400000000000000000
ZFM,Fort Mcpherson Airport,Canada,01010000C0000000408DDB60C00000008014DA50400000000000005D400000000000000000
QLD,Blida Airport,Algeria,01010000C0010000806B83064000000000764042400000000000B880400000000000000000
BUJ,Bou Saada Airport,Algeria,01010000C0000000E057D31040000000608FAA414000000000008897400000000000000000
BJA,Soummam Airport,Algeria,01010000C0490500209947144099EBFFDF225B424000000000000034400000000000000000
ALG,Houari Boumediene Airport,Algeria,01010000C0000000E028B90940FFFFFFBF7258424000000000008054400000000000000000
DJG,Djanet Inedbirene Airport,Algeria,01010000C0F2CD3637A6E72240713C9F01F54A38400000000000D0A8400000000000000000
VVZ,Illizi Takhamalt Airport,Algeria,01010000C061F6FFFFCB3E2140B904004037B93A400000000000C89B400000000000000000
TMR,Aguenar – Hadj Bey Akhamok Airport,Algeria,01010000C0BE0600E0E7CD1540F6EDFF7FBECF36400000000000A6B1400000000000000000
GJL,Jijel Ferhat Abbas Airport,Algeria,01010000C01FEFFF9F937E1740AD0F00E0C565424000000000000042400000000000000000
MZW,Mecheria Airport,Algeria,01010000C083CAFF5F6C05CFBF4112006098C4404000000000001EAE400000000000000000
AAE,Rabah Bitat Airport,Algeria,01010000C01118EB1B983C1F4087DEE2E13D69424000000000000030400000000000000000
CZL,Mohamed Boudiaf International Airport,Algeria,01010000C000000080477B1A4000000000542342400000000000B2A1400000000000000000
TEE,Cheikh Larbi Tébessi Airport,Algeria,01010000C077040000CF3D204077EFFF9F3EB741400000000000CAA4400000000000000000
HRM,Hassi R'Mel Airport,Algeria,01010000C0000000A0087E0A4000000060177740400000000000D8A3400000000000000000
TID,Bou Chekif Airport,Algeria,01010000C088B8FFFF0F69F73FC9FFFF1FA9AB414000000000005AA9400000000000000000
TIN,Tindouf Airport,Algeria,01010000C0F10400208E5520C0EBFBFF5F4DB33B400000000000B496400000000000000000
CFK,Ech Cheliff Airport,Algeria,01010000C06B2F0000EE4EF53FD0EBFFBF391B42400000000000F07C400000000000000000
TAF,Tafaraoui Airport,Algeria,01010000C0000000E06B08E1BF000000606DC541400000000000F076400000000000000000
TLM,Zenata – Messali El Hadj Airport,Algeria,01010000C0A1BEFF3F3333F7BF1CF0FF3F2382414000000000007089400000000000000000
ORN,Es Senia Airport,Algeria,01010000C0F3F7FF1FBBE0E3BFDF060000DCCF414000000000007072400000000000000000
BFW,Sidi Bel Abbes Airport,Algeria,01010000C0910700E01BFCE2BFE9180080FD95414000000000003899400000000000000000
MUW,Ghriss Airport,Algeria,01010000C0FDFFFF7F8CD5C23F000000E0959A41400000000000589A400000000000000000
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria,01010000C0FDFFFFFF69DCC7BFFFFFFFFF6CD63B400000000000B88C400000000000000000
BSK,Biskra Airport,Algeria,01010000C017EEFF9FF2F31640D51400E08A65414000000000001072400000000000000000
ELG,El Golea Airport,Algeria,01010000C0000000C070E00640010000C040923E4000000000006894400000000000000000
GHA,Noumérat - Moufdi Zakaria Airport,Algeria,01010000C000000060565A0E40000000402A3140400000000000A097400000000000000000
HME,Oued Irara Airport,Algeria,01010000C07EF4FF7FCF8F18404D0700C049AC3F400000000000F07C400000000000000000
INZ,In Salah Airport,Algeria,01010000C0F4DCFFFF9D1804400A12008041403B400000000000008C400000000000000000
TGR,Touggourt Sidi Madhi Airport,Algeria,01010000C000000040CC5A1840000000A0AD88404000000000007071400000000000000000
LOO,Laghouat Airport,Algeria,01010000C0EDF7FF7F3D6D07403E0C00E0D7E1404000000000009CA3400000000000000000
TMX,Timimoun Airport,Algeria,01010000C04DFBFF5F86AAD13F150400A0B23C3D4000000000000C90400000000000000000
OGX,Ain el Beida Airport,Algeria,01010000C0000000C0AFA61540000000A0CDEA3F400000000000C07E400000000000000000
IAM,In Aménas Airport,Algeria,01010000C0F08AE07F2B49234077BE9F1A2F0D3C400000000000DC9C400000000000000000
COO,Cadjehoun Airport,Benin,01010000C00000002026130340000000C0CD6D194000000000000033400000000000000000
OUA,Ouagadougou Airport,Burkina Faso,01010000C0A60F5D50DF32F8BFF7E461A1D6B4284000000000003490400000000000000000
BOY,Bobo Dioulasso Airport,Burkina Faso,01010000C0000000C0E95211C0000000A0F851264000000000009C97400000000000000000
ACC,Kotoka International Airport,Ghana,01010000C0FFFFFF5F3E59C5BF000000E0B66B16400000000000A069400000000000000000
TML,Tamale Airport,Ghana,01010000C000000000739FEBBF00000000481D234000000000004881400000000000000000
NYI,Sunyani Airport,Ghana,01010000C0000000E04CA102C0000000A083721D400000000000B08F400000000000000000
TKD,Takoradi Airport,Ghana,01010000C0000000C06A65FCBF000000C09095134000000000000035400000000000000000
ABV,Nnamdi Azikiwe International Airport,Nigeria,01010000C0000000607C0D1D40000000007A03224000000000008C91400000000000000000
AKR,Akure Airport,Nigeria,01010000C0000000003C34154000000060A9FC1C4000000000003091400000000000000000
BNI,Benin Airport,Nigeria,01010000C001000060E3651640000000609644194000000000002070400000000000000000
CBQ,Margaret Ekpo International Airport,Nigeria,01010000C000000040C4B12040000000C071E713400000000000406A400000000000000000
ENU,Akanu Ibiam International Airport,Nigeria,01010000C000000080723F1E4000000000A7E519400000000000207D400000000000000000
IBA,Ibadan Airport,Nigeria,01010000C0000000A09ED30F40000000C028731D400000000000A886400000000000000000
ILR,Ilorin International Airport,Nigeria,01010000C000000020C6F911400000004063E1204000000000009891400000000000000000
JOS,Yakubu Gowon Airport,Nigeria,01010000C000000020F4BC2140FFFFFFBF97472340000000000088B0400000000000000000
