Airport_ID,Name,Country_ID,geom
CHO,Charlottesville Albemarle Airport,United States,01010000C000000060FC9C53C0000000A0BD1143400000000000F883400000000000000000
ROA,Roanoke–Blacksburg Regional Airport,United States,01010000C0E65AB4006DFE53C08B6CE7FBA9A9424000000000005C92400000000000000000
LEX,Blue Grass Airport,United States,01010000C000000020C72655C000000000AC0443400000000000988E400000000000000000
EVV,Evansville Regional Airport,United States,01010000C0160700E012E255C0620B0060BC0443400000000000207A400000000000000000
ABQ,Albuquerque International Sunport,United States,01010000C0CE8E54DFF9A65AC07C2AA73D258541400000000000EBB4400000000000000000
BZN,Gallatin Field,United States,01010000C0A4B217C0CAC95BC04B71FA1F85E34640000000000079B1400000000000000000
BIL,Billings Logan International Airport,United States,01010000C000000080C0225BC0FFFFFFBF62E74640000000000088AC400000000000000000
BTM,Bert Mooney Airport,United States,01010000C0000000E0CE1F5CC0000000E036FA46400000000000AEB5400000000000000000
TVC,Cherry Capital Airport,United States,01010000C0000000C0426555C000000040E65E464000000000008083400000000000000000
FRS,Mundo Maya International Airport,Guatemala,01010000C0170A0020737756C0740C00C0EEE930400000000000B07A400000000000000000
BHB,Hancock County-Bar Harbor Airport,United States,01010000C0B9D8FEDF221751C005B0F99F993946400000000000C054400000000000000000
RKD,Knox County Regional Airport,United States,01010000C082790240594651C0EDD50960B10746400000000000004C400000000000000000
JAC,Jackson Hole Airport,United States,01010000C0000000603BAF5BC000000000BCCD4540000000000033B9400000000000000000
RFD,Chicago Rockford International Airport,United States,01010000C000000080384656C0000000E00219454000000000003087400000000000000000
SYX,Sanya Phoenix International Airport,China,01010000C0000000405E5A5B40FFFFFFDF8A4D324000000000000057400000000000000000
MFN,Milford Sound Airport,New Zealand,01010000C00000004089FD6440000000C02E5646C000000000000024400000000000000000
LJG,Lijiang Airport,China,01010000C0FCB6FF7FBE0F5940A11A008014AE3A4000000000000000000000000000000000
GSP,Greenville Spartanburg International Airport,United States,01010000C094020080028E54C030140040A67241400000000000208E400000000000000000
BMI,Central Illinois Regional Airport at Bloomington-Normal,United States,01010000C0F19DFB1F9E3A56C09E07FB9F113D44400000000000388B400000000000000000
GPT,Gulfport Biloxi International Airport,United States,01010000C0000000807C4456C0000000E044683E400000000000003C400000000000000000
AZO,Kalamazoo Battle Creek International Airport,United States,01010000C0000000A0556355C000000040111E45400000000000508B400000000000000000
TOL,Toledo Express Airport,United States,01010000C0F5CFFCFFB2F354C0459AFC3F1CCB444000000000005885400000000000000000
FWA,Fort Wayne International Airport,United States,01010000C0854503807C4C55C00F2308803F7D444000000000007089400000000000000000
DEC,Decatur Airport,United States,01010000C0000000A0673756C000000020D4EA434000000000005085400000000000000000
CID,The Eastern Iowa Airport,United States,01010000C0000000C07DED56C0FFFFFFDF3DF144400000000000288B400000000000000000
LSE,La Crosse Municipal Airport,United States,01010000C09E7AA4C16DD056C02E8F352383F0454000000000007884400000000000000000
CWA,Central Wisconsin Airport,United States,01010000C0E8F5FFDFAC6A56C0C4F6FF5F886346400000000000F493400000000000000000
PIA,General Wayne A. Downing Peoria International Airport,United States,01010000C0F9F3FFFF5E6C56C025FFFF7F045544400000000000A084400000000000000000
ATW,Appleton International Airport,United States,01010000C0C7FCFFDF382156C0CB020060092146400000000000B08C400000000000000000
RST,Rochester International Airport,United States,01010000C000000000002057C00000002043F4454000000000009494400000000000000000
CMI,University of Illinois Willard Airport,United States,01010000C0E5EFFF5FCC1156C0ECED01800405444000000000009887400000000000000000
MHK,Manhattan Regional Airport,United States,01010000C000000060EE2A58C0000000400C92434000000000008490400000000000000000
KGC,Kingscote Airport,Australia,01010000C000000000AC3061400000002061DB41C000000000000038400000000000000000
HVB,Hervey Bay Airport,Australia,01010000C0C5190000291C634096280060A35139C00000000000004E400000000000000000
DLU,Dali Airport,China,01010000C023DBF97E6A1459405DFDD8243FA6394000000000008ABB400000000000000000
MZV,Mulu Airport,Malaysia,01010000C00000002085B35C40000000607D31104000000000000054400000000000000000
SSH,Sharm El Sheikh International Airport,Egypt,01010000C0F91300608F32414006E9FF5F30FA3B400000000000E061400000000000000000
FKL,Venango Regional Airport,United States,01010000C0050900C010F753C0F9F3FFFF5EB0444000000000001098400000000000000000
NBO,Jomo Kenyatta International Airport,Kenya,01010000C08E190020C27642405FDEFF5F9B1BF5BF0000000000D2B4400000000000000000
SEU,Seronera Airport,Tanzania,01010000C041834D9D4769414099D87C5C1BAA03C00000000000D8B3400000000000000000
FTE,El Calafate Airport,Argentina,01010000C0A298BC01660352C0CE88D2DEE02349C00000000000E884400000000000000000
ARM,Armidale Airport,Australia,01010000C06D400080BEF36240872D008031873EC00000000000C8AB400000000000000000
GJT,Grand Junction Regional Airport,United States,01010000C05BBCFF5FBA215BC0541300C0AA8F43400000000000FAB2400000000000000000
SGU,St George Municipal Airport,United States,01010000C0F73C7FDAA8605CC092770E65A88442400000000000FAA6400000000000000000
DWH,David Wayne Hooks Memorial Airport,United States,01010000C0870D002061E357C00B350020D20F3E4000000000000063400000000000000000
SRQ,Sarasota Bradenton International Airport,United States,01010000C0000000407BA354C0000000E038653B400000000000003E400000000000000000
VNY,Van Nuys Airport,United States,01010000C0210000205C9F5DC0160000C0DA1A414000000000001089400000000000000000
MLI,Quad City International Airport,United States,01010000C0000000E07AA056C00000008068B9444000000000007082400000000000000000
PFN,Panama City-Bay Co International Airport,United States,01010000C05D6DC5FEB26B55C0A983BC1E4C363E4000000000000034400000000000000000
HIR,Honiara International Airport,Solomon Islands,01010000C0D4FFFF7FC20164400D0000E022DB22C00000000000003C400000000000000000
BIS,Bismarck Municipal Airport,United States,01010000C000000080BE2F59C0FFFFFFDFE76247400000000000F499400000000000000000
TEX,Telluride Regional Airport,United States,01010000C03957DE9F1CFA5AC08AF5FC1F16FA42400000000000B7C1400000000000000000
HGN,Mae Hong Son Airport,Thailand,01010000C000000080737E584000000000224D33400000000000088D400000000000000000
RAP,Rapid City Regional Airport,United States,01010000C0FFFFFFDFA5C359C000000060CC054640000000000008A9400000000000000000
CLD,Mc Clellan-Palomar Airport,United States,01010000C0D53A1680EB515DC0A544F91F6C9040400000000000B074400000000000000000
FNT,Bishop International Airport,United States,01010000C00000002097EF54C000000040927B454000000000007088400000000000000000
DVO,Francisco Bangoy International Airport,Philippines,01010000C0FFFFFF1F58695F400000006088801C4000000000000058400000000000000000
FNC,Madeira Airport,Portugal,01010000C083C0CAA145C630C09F7422C15459404000000000000068400000000000000000
STM,Maestro Wilson Fonseca Airport,Brazil,01010000C00000002096644BC0010000A0D46503C00000000000C068400000000000000000
KOS,Sihanoukville International Airport,Cambodia,01010000C0986E00A0C4E859406D400080CE28254000000000008040400000000000000000
YOA,Ekati Airport,Canada,01010000C05A3F00205CA75BC0D7F7FFBFBA2C504000000000000098400000000000000000
NPE,Hawke's Bay Airport,New Zealand,01010000C0DF15C1FFD61B6640D8B8FE5D9FBB43C000000000000018400000000000000000
LEV,Levuka Airfield,Fiji,01010000C0473E00C049586640D9DAFF9F0AB631C000000000000026400000000000000000
LXA,Lhasa Gonggar Airport,China,01010000C0E6F2FF9F5CBA5640630E00A03C4C3D400000000080E0C6400000000000000000
RDD,Redding Municipal Airport,United States,01010000C00FD02280C0925EC0EC2CFEDF264144400000000000907F400000000000000000
EUG,Mahlon Sweet Field,United States,01010000C00000006091CD5EC0000000E0F20F464000000000006077400000000000000000
IDA,Idaho Falls Regional Airport,United States,01010000C01EC3633F8B045CC0F3C64961DEC14540000000000088B2400000000000000000
MFR,Rogue Valley International Medford Airport,United States,01010000C0FFFFFF3FDFB75EC0000000C0E52F45400000000000DC94400000000000000000
KBZ,Kaikoura Airport,New Zealand,01010000C0000000205CB3654000000060663645C000000000000034400000000000000000
RDM,Roberts Field,United States,01010000C07636E49F99495EC098F1006086204640000000000010A8400000000000000000
PCN,Picton Aerodrome,New Zealand,01010000C07CFFFF7F97BE6540350000004DAC44C000000000002064400000000000000000
WDH,Hosea Kutako International Airport,Namibia,01010000C0B8AF03E78C783140B459F5B9DA7A36C0000000000008B6400000000000000000
YWH,Victoria Harbour Seaplane Base,Canada,01010000C071BFFF33E3D85EC0EAC711F06536484000000000000000000000000000000000
TNA,Yaoqiang Airport,China,01010000C001000000D34D5D40000000C0B86D424000000000000053400000000000000000
CZX,Changzhou Benniu Airport,China,01010000C078279F1EDBF15D403719558671EB3F4000000000000000000000000000000000
YBP,Yibin Caiba Airport,China,01010000C07B14AE47E1225A40E0EE7935F1CC3C400000000000E08C400000000000000000
CAK,Akron Canton Regional Airport,United States,01010000C0000000004D5C54C0FFFFFFBF4275444000000000003093400000000000000000
HSV,Huntsville International Carl T Jones Field,United States,01010000C00D0000409BB155C0BEFFFFBF8F5141400000000000A883400000000000000000
PKB,Mid Ohio Valley Regional Airport,United States,01010000C0000000E01B5C54C0000000402CAC43400000000000D08A400000000000000000
MGM,Montgomery Regional (Dannelly Field) Airport,United States,01010000C00471FD3F379955C0EB44F6FF792640400000000000A06B400000000000000000
TRI,Tri-Cities Regional TN/VA Airport,United States,01010000C0E4D6A4DB129A54C06403E962D33C42400000000000BC97400000000000000000
PAH,Barkley Regional Airport,United States,01010000C000000000863156C000000040C88742400000000000A079400000000000000000
JIB,Djibouti-Ambouli Airport,Djibouti,01010000C0000000806A944540FFFFFFBF3718274000000000008048400000000000000000
HAK,Haikou Meilan International Airport,China,01010000C000000040609D5B40010000A055EF33400000000000C052400000000000000000
MFA,Mafia Island Airport,Tanzania,01010000C0C1A7397991D54340AD32535A7FAB1FC00000000000004E400000000000000000
PGA,Page Municipal Airport,United States,01010000C019ABCDFFABDC5BC0722FF67F8A7642400000000000DCB0400000000000000000
UII,Utila Airport,Honduras,01010000C09E2633DE56B855C0772D211FF41C30400000000000003D400000000000000000
FCA,Glacier Park International Airport,United States,01010000C00000004062905CC000000080BE274840000000000042A7400000000000000000
MBS,MBS International Airport,United States,01010000C000000020180555C00000002036C445400000000000E084400000000000000000
BGM,Greater Binghamton/Edwin A Link field,United States,01010000C00F7AFCFFB4FE52C0DE30FA9FB61A454000000000009099400000000000000000
BGW,Baghdad International Airport,Iraq,01010000C0BDEAFF5F071E464050EAFF9F99A140400000000000805C400000000000000000
NNT,Nan Airport,Thailand,01010000C0000000A01C32594000000080D2CE324000000000006885400000000000000000
ROI,Roi Et Airport,Thailand,01010000C00100004089F15940000000A0E61D30400000000000307C400000000000000000
BFV,Buri Ram Airport,Thailand,01010000C00000002031D059400000000081752E4000000000007082400000000000000000
TDX,Trat Airport,Thailand,01010000C058D9FF7F6A94594041120060988C28400000000000405A400000000000000000
BLH,Blythe Airport,United States,01010000C0905F0060E3AD5CC00D18000042CF40400000000000F078400000000000000000
IQA,Al Asad Air Base,Iraq,01010000C0CDE5FF3F79384540730900808EE4404000000000005083400000000000000000
TQD,Al Taqaddum Air Base,Iraq,01010000C0E1FFFFBF6DCC4540370000E046AB404000000000003071400000000000000000
XQC,Joint Base Balad,Iraq,01010000C0C8FCFFDF482E4640C113008058F8404000000000002064400000000000000000
CRK,Diosdado Macapagal International Airport,Philippines,01010000C0D3F4D901D7235E40AC1C5A643B5F2E400000000000407E400000000000000000
SDK,Sandakan Airport,Malaysia,01010000C0000000A0C6835D4000000080859A174000000000000047400000000000000000
SHE,Taoxian Airport,China,01010000C000000080E9DE5E4001000000E5D144400000000000C068400000000000000000
DOY,Dongying Shengli Airport,China,01010000C0FAD3FF9F6EB25D40D0EBFFBF19C142400000000000002E400000000000000000
PSG,Petersburg James A Johnson Airport,United States,01010000C066FFF27F3D9E60C0F19DFB1F9E664C400000000000C05B400000000000000000
LYA,Luoyang Airport,China,01010000C0B1B2FFFFD4185C40610B0060DC5E41400000000000408A400000000000000000
XUZ,Xuzhou Guanyin Airport,China,01010000C00D8CBCAC89635D40F850A2258F07414000000000000000000000000000000000
DLI,Lien Khuong Airport,Vietnam,01010000C0BA2EFCE07C175B4000000000008027400000000000A8A8400000000000000000
VDH,Dong Hoi Airport,Vietnam,01010000C0399D64ABCBA55A40A4703D0AD78331400000000000804D400000000000000000
VKG,Rach Gia Airport,Vietnam,01010000C0632600E878485A4080938FE782EA23400000000000001C400000000000000000
CAH,Cà Mau Airport,Vietnam,01010000C0B1FCF9B6604B5A402828452BF75A224000000000000018400000000000000000
VCL,Chu Lai International Airport,Vietnam,01010000C0F14700202F2D5B4075A9FF5F7DCE2E4000000000000024400000000000000000
TBB,Dong Tac Airport,Vietnam,01010000C0FB39004060555B40AECFFF1F65192A4000000000000034400000000000000000
PYY,Mae Hong Son Airport,Thailand,01010000C0BD0A00C0F79B58405BFFFF5F3B5F33400000000000DC93400000000000000000
BWK,Bol Airport,Croatia,01010000C0000000E000AE3040FFFFFFDF91A445400000000000C09B400000000000000000
NSI,Yaoundé Nsimalen International Airport,Cameroon,01010000C0FFFFFF1F4A1B274000000080CDC70D400000000000CCA1400000000000000000
CKY,Conakry International Airport,Guinea,01010000C0D34D621058392BC065C746205E27234000000000000052400000000000000000
AAH,Aachen-Merzbrück Airport,Germany,01010000C0000000C0DCBE1840000000E05969494000000000007883400000000000000000
FKB,Karlsruhe Baden-Baden Airport,Germany,01010000C0B9040040372920409DF1FF5FC363484000000000008079400000000000000000
SFB,Orlando Sanford International Airport,United States,01010000C000000040334F54C0010000C010C73C400000000000804B400000000000000000
JST,John Murtha Johnstown Cambria County Airport,United States,01010000C0000000A05EB553C000000000762844400000000000D8A1400000000000000000
LUA,Lukla Airport,Nepal,01010000C000000060B3AE5540000000A0D8AF3B40000000000052C2400000000000000000
BHP,Bhojpur Airport,Nepal,01010000C00000004040C3554000000000BC253B40000000000040AF400000000000000000
LDN,Lamidanda Airport,Nepal,01010000C000000040E1AA554000000020CB403B40000000000004B0400000000000000000
JMO,Jomsom Airport,Nepal,01010000C083C0CAA145EE5440B6F292FFC9C73C40000000000088C1400000000000000000
NGX,Manang Airport,Nepal,01010000C020ED7F80B5055540E6AF90B932A43C4000000000807CC5400000000000000000
PPL,Phaplu Airport,Nepal,01010000C00C01C0B167A55540404B57B08D843B400000000000EEBE400000000000000000
RUM,Rumjatar Airport,Nepal,01010000C0000000C039A3554001000020B24D3B40000000000094B1400000000000000000
DNP,Tulsipur Airport,Nepal,01010000C000000020D492544000000000711C3C40000000000068A0400000000000000000
RUK,Rukum Chaurjahari Airport,Nepal,01010000C014AE47E17A8C54402E8F352383A03C40000000000088A3400000000000000000
JUM,Jumla Airport,Nepal,01010000C0761893FE5E8C54402E90A0F831463D40000000000014BE400000000000000000
TPJ,Taplejung Airport,Nepal,01010000C0D122DBF97EEC5540992A1895D4593B40000000000036BF400000000000000000
TMI,Tumling Tar Airport,Nepal,01010000C0761893FE5ECC55401135D1E7A3503B400000000000909A400000000000000000
SKH,Surkhet Airport,Nepal,01010000C0338CBB41B4685440BC74931804963C400000000000C0A2400000000000000000
IMK,Simikot Airport,Nepal,01010000C0000000E068745440000000009AF83D4000000000000FC2400000000000000000
DOP,Dolpa Airport,Nepal,01010000C0000000206CB45440000000E056FC3C40000000000004C0400000000000000000
BJH,Bajhang Airport,Nepal,01010000C0000000A0DD4B5440010000E0FB893D40000000000004B0400000000000000000
DHI,Dhangarhi Airport,Nepal,01010000C0000000E03D25544001000040D8C03C4000000000009085400000000000000000
JTY,Astypalaia Airport,Greece,01010000C02019006034603A4053F0FF1F3A4A42400000000000A064400000000000000000
JIK,Ikaria Airport,Greece,01010000C0DC000080DB583A4018EAFFBF62D742400000000000C053400000000000000000
JKL,Kalymnos Airport,Greece,01010000C0DDE0FF1FCBF03A40EBFBFF5F4D7B424000000000001888400000000000000000
MLO,Milos Airport,Greece,01010000C060764F1E167A3840BCCE86FC3359424000000000000024400000000000000000
JNX,Naxos Airport,Greece,01010000C0E4CCFFBF3B5E39400A120080618A424000000000000024400000000000000000
PAS,Paros National Airport,Greece,01010000C01B12F758FA1C3940A25D85949F82424000000000006060400000000000000000
KZS,Kastelorizo Airport,Greece,01010000C07BD8FFFF8E933D401CF0FF3F231242400000000000907E400000000000000000
RMF,Marsa Alam International Airport,Egypt,01010000C035FDFF9FB64A414074E9FF1F9E8E39400000000000606F400000000000000000
NRN,Weeze Airport,Germany,01010000C0A9F4FFFF94911840DC0000801BCD49400000000000805A400000000000000000
USU,Francisco B. Reyes Airport,Philippines,01010000C0B7DEFF5F66065E40A05A0040353E284000000000008062400000000000000000
BXU,Bancasi Airport,Philippines,01010000C0CA54C1A8A45E5F40BA490C022BE721400000000000A061400000000000000000
DPL,Dipolog Airport,Philippines,01010000C033AFFF47E1D55E40CAE55F2E3734214000000000000028400000000000000000
LAO,Laoag International Airport,Philippines,01010000C0000000400C225E4000000000982D324000000000000039400000000000000000
LGP,Legazpi City International Airport,Philippines,01010000C0D7A3703D0AEF5E40713D0AD7A3502A4000000000008050400000000000000000
OZC,Labo Airport,Philippines,01010000C000000060E3F55E40000000A0655B20400000000000C052400000000000000000
CEB,Mactan Cebu International Airport,Philippines,01010000C03F0100E0A7FE5E40D2FFFF9F709D24400000000000003F400000000000000000
NOD,Norden-Norddeich Airport,Germany,01010000C0C4EFFF3FD8C21C4042F2FFFF07D14A4000000000000008400000000000000000
JUI,Juist Airport,Germany,01010000C0000000402C391C40000000A02ED74A400000000000001C400000000000000000
BPS,Porto Seguro Airport,Brazil,01010000C0E9279CDD5A8A43C02EFEB627487030C000000000000065400000000000000000
QIG,Iguatu Airport,Brazil,01010000C0010000409BA543C0000000A0F56219C00000000000D885400000000000000000
PMW,Brigadeiro Lysias Rodrigues Airport,Brazil,01010000C010FEFF1FB22D48C0F06700803F9524C000000000003088400000000000000000
CLV,Nelson Ribeiro Guimarães Airport,Brazil,01010000C0D4FFFF7FC24D48C0EAFFFF3FADB931C000000000008EA1400000000000000000
MSO,Missoula International Airport,United States,01010000C0CAB4ECFFD2855CC022CF05604975474000000000000CA9400000000000000000
BKQ,Blackall Airport,Australia,01010000C05BBCFF5FBA2D62401D330040846D38C00000000000008D400000000000000000
BDB,Bundaberg Airport,Australia,01010000C0ACECFF3F350A63402E11000066E738C00000000000C05A400000000000000000
GCN,Grand Canyon National Park Airport,United States,01010000C00000008068095CC000000040E8F941400000000000D1B9400000000000000000
SGR,Sugar Land Regional Airport,United States,01010000C02100002004EA57C0120000004F9F3D4000000000008054400000000000000000
APA,Centennial Airport,United States,01010000C08DD5E6FF55365AC00A8B0600F9C843400000000000FDB6400000000000000000
CVN,Clovis Municipal Airport,United States,01010000C0FF99FF5F0EC559C0CC0500A069364140000000000078B0400000000000000000
FST,Fort Stockton Pecos County Airport,United States,01010000C005C6FFBF9FBA59C0D81A00606BEA3E40000000000086A7400000000000000000
LVS,Las Vegas Municipal Airport,United States,01010000C0B4FBFF7F16495AC0651100E0BCD341400000000000DDBA400000000000000000
IWS,West Houston Airport,United States,01010000C05E0500E00BEB57C0AEEFFF7F75D13D400000000000C05B400000000000000000
LRU,Las Cruces International Airport,United States,01010000C00000000002BB5AC0000000000B254040000000000068B1400000000000000000
BKD,Stephens County Airport,United States,01010000C032F7FF1F06B958C043F5FF3F085C404000000000001094400000000000000000
TPL,Draughon Miller Central Texas Regional Airport,United States,01010000C000000060195A58C0000000400A273F4000000000005085400000000000000000
OZA,Ozona Municipal Airport,United States,01010000C0B0000000FE4C59C0180000A03CBC3E4000000000009AA2400000000000000000
LAK,Aklavik/Freddie Carmichael Airport,Canada,01010000C04CC3F01131E060C0E012807F4A0E514000000000000037400000000000000000
YWJ,Déline Airport,Canada,01010000C000000060E7DB5EC0000000A0824D50400000000000F885400000000000000000
ZFN,Tulita Airport,Canada,01010000C019ABCDFFAB645FC03C11C479383A50400000000000C074400000000000000000
YGH,Fort Good Hope Airport,Canada,01010000C000000000D51460C000000040698F50400000000000C070400000000000000000
TAH,Tanna Airport,Vanuatu,01010000C0000000002B27654000000060817433C000000000000033400000000000000000
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Canada,01010000C09B510080D4045FC0C532C0F8175751400000000000002E400000000000000000
SRZ,El Trompillo Airport,Bolivia,01010000C09C1100C0F3954FC02ECEFFFFC4CF31C000000000006C95400000000000000000
EGE,Eagle County Regional Airport,United States,01010000C00FD02280C0BA5AC0CD29F9BF40D24340000000000094B9400000000000000000
SKN,Stokmarknes Skagen Airport,Norway,01010000C0460000001C112E40090000800B25514000000000000026400000000000000000
CGF,Cuyahoga County Airport,United States,01010000C0870D0020215F54C0ACECFF3F55C844400000000000788B400000000000000000
MFD,Mansfield Lahm Regional Airport,United States,01010000C00000000010A154C09DF4FF9F2369444000000000004494400000000000000000
CSG,Columbus Metropolitan Airport,United States,01010000C000000000173C55C000000020164240400000000000D078400000000000000000
LAW,Lawton Fort Sill Regional Airport,United States,01010000C0CC0500A0A99A58C0D10E0060AA48414000000000005891400000000000000000
FNL,Northern Colorado Regional Airport,United States,01010000C062105839B4405AC0DB19A6B6D4394440000000000098B3400000000000000000
FLG,Flagstaff Pulliam Airport,United States,01010000C073ECEA9FF1EA5BC03538F85FBA914140000000000066BB400000000000000000
TVL,Lake Tahoe Airport,United States,01010000C001000020AEFF5DC0000000606B724340000000000078B8400000000000000000
TWF,Joslin Field Magic Valley Regional Airport,United States,01010000C0C45E28603B9F5CC03D9B559FAB3D454000000000003AB0400000000000000000
MVY,Martha's Vineyard Airport,United States,01010000C0050900C050A751C00BF2FF1F51B244400000000000C050400000000000000000
CON,Concord Municipal Airport,United States,01010000C0676902A025E051C0BAFF0220F299454000000000006075400000000000000000
GON,Groton New London Airport,United States,01010000C0000000E0E20252C0010000C040AA444000000000000022400000000000000000
STC,St Cloud Regional Airport,United States,01010000C000000060D58357C001000000F7C5464000000000001C90400000000000000000
GTR,Golden Triangle Regional Airport,United States,01010000C04C040080D92556C09CF1FF5FA3B9404000000000008070400000000000000000
HQM,Bowerman Airport,United States,01010000C0BD0A00C0F7FB5EC085E7FF3F507C474000000000000032400000000000000000
ERI,Erie International Tom Ridge Field,United States,01010000C04DFDFFA1200B54C0CCFBEDE7A30A45400000000000E086400000000000000000
HYA,Barnstable Municipal Boardman Polando Field,United States,01010000C0BAFF0220F29151C0B46701A0ABD544400000000000004B400000000000000000
SPR,San Pedro Airport,Belize,01010000C052499D8026FE55C07DD0B359F5E9314000000000000010400000000000000000
SDX,Sedona Airport,United States,01010000C0F5FFFF9F6EF25BC0370000E09E6C41400000000000DEB2400000000000000000
MGW,Morgantown Municipal Walter L. Bill Hart Field,United States,01010000C0F635FD9FA4FA53C039EC00804AD2434000000000008093400000000000000000
CRW,Yeager Airport,United States,01010000C000000000F76554C0000000C0C12F43400000000000A88E400000000000000000
AVP,Wilkes Barre Scranton International Airport,United States,01010000C0610800204CEE52C09E14000054AB44400000000000108E400000000000000000
BJI,Bemidji Regional Airport,United States,01010000C03E5DFEBFC1BB57C09E46F7FF33C147400000000000BC95400000000000000000
THG,Thangool Airport,Australia,01010000C0000000A06ED2624000000040707E38C000000000002084400000000000000000
BNK,Ballina Byron Gateway Airport,Australia,01010000C05E0500E0FB316340CF2B00807AD53CC00000000000001C400000000000000000
FAR,Hector International Airport,United States,01010000C001000020363458C000000080D97547400000000000308C400000000000000000
MKC,Charles B. Wheeler Downtown Airport,United States,01010000C000000060F0A557C001000000C58F43400000000000B887400000000000000000
RBE,Ratanakiri Airport,Cambodia,01010000C0010000002BBF5A4000000080C2752B4000000000000000000000000000000000
GCC,Gillette Campbell County Airport,United States,01010000C0F32A00007F625AC047FBFFBFA82C464000000000000DB1400000000000000000
NZJ,El Toro Marine Corps Air Station,United States,01010000C0010000C0C86E5DC0000000808AD640400000000000F077400000000000000000
PHY,Phetchabun Airport,Thailand,01010000C0523000E07A4C5940F20700600EAD30400000000000207C400000000000000000
CJM,Chumphon Airport,Thailand,01010000C00100002026D7584000000060226C254000000000000032400000000000000000
JZH,Jiuzhai Huanglong Airport,China,01010000C00B066587A9EB59401A8ED3063A6D404000000000801FC6400000000000000000
SWA,Jieyang Chaoshan International Airport,China,01010000C0EA04341136205D405A643BDF4F8D374000000000000000000000000000000000
GEO,Cheddi Jagan International Airport,Guyana,01010000C00000006086204DC0000000E083FE19400000000000C057400000000000000000
AGT,Guarani International Airport,Paraguay,01010000C0C576F700DD6B4BC03D821B295B7439C00000000000708A400000000000000000
OGL,Eugene F. Correira International Airport,Guyana,01010000C0BD5296218E0D4DC0EFACDD76A1391B4000000000000024400000000000000000
KAI,Kaieteur International Airport,Guyana,01010000C0C7FCFFDFE8BE4DC0B30D00A0E6B014400000000000C097400000000000000000
DNH,Dunhuang Airport,China,01010000C0FFFFFFDFC9B35740000000E09E14444000000000000000000000000000000000
AOI,Ancona Falconara Airport,Italy,01010000C07DAEB6627FB92A405CC7B8E2E2CE454000000000008048400000000000000000
TCP,Taba International Airport,Egypt,01010000C0C31600C098634140CC2500007A963D400000000000DEA2400000000000000000
BJV,Milas Bodrum International Airport,Turkey,01010000C0FA1600A00FAA3B401A1000A013A0424000000000000035400000000000000000
TBJ,Tabarka 7 Novembre Airport,Tunisia,01010000C000000040FEC02140000000A0707D42400000000000C06C400000000000000000
SAW,Sabiha Gökçen International Airport,Turkey,01010000C03A2600C0274F3D40AA0900600573444000000000008073400000000000000000
SCE,University Park Airport,United States,01010000C0880D0020517653C030F4FFDFB56C444000000000005C93400000000000000000
BME,Broome International Airport,Australia,01010000C000000020D98E5E40000000E0D7F131C00000000000004C400000000000000000
NTL,Newcastle Airport,Australia,01010000C000000020B0FA624000000080C26540C00000000000003F400000000000000000
KLU,Klagenfurt Airport,Austria,01010000C0E9B7AF03E7AC2C40ABCE6A813D52474000000000000097400000000000000000
HFT,Hammerfest Airport,Norway,01010000C07EFFFF5F29AB3740FCFFFF3F80AB51400000000000A070400000000000000000
HVG,Valan Airport,Norway,01010000C0EAFFFF3FCDFB3940F1FFFFDF9EC0514000000000000046400000000000000000
MEH,Mehamn Airport,Norway,01010000C0AFFFFF9FA2D33B40F5FFFF9FE6C1514000000000008043400000000000000000
VDS,Vadsø Airport,Norway,01010000C0D8FFFF3F3ED83D40020000E02D8451400000000000C05F400000000000000000
IKA,Imam Khomeini International Airport,Iran,01010000C0010000407B934940000000C042B541400000000000D2A9400000000000000000
MHD,Mashhad International Airport,Iran,01010000C0000000400CD24D40000000001B1E424000000000007EA9400000000000000000
MEI,Key Field,United States,01010000C0000000201F3056C0000000A0922A404000000000009072400000000000000000
SPI,Abraham Lincoln Capital Airport,United States,01010000C04B32FEBF626B56C0E262FB7F0BEC43400000000000B082400000000000000000
CEZ,Cortez Municipal Airport,United States,01010000C00BF2FF1F31285BC047FBFFBFC8A6424000000000001EB7400000000000000000
HDN,Yampa Valley Airport,United States,01010000C0FA3CEBBFF3CD5AC035F9FBFF973D44400000000000CEB9400000000000000000
GUP,Gallup Municipal Airport,United States,01010000C0F32A00007F325BC061E8FFBF6BC14140000000000048B9400000000000000000
LBL,Liberal Mid-America Regional Airport,United States,01010000C020AC10A0703D59C015FA0560A885424000000000008AA6400000000000000000
LAA,Lamar Municipal Airport,United States,01010000C043F5FF3F08AC59C0E2E9FFDFEB0843400000000000F4AC400000000000000000
GLD,Renner Field-Goodland Municipal Airport,United States,01010000C0179F0260BC6C59C0FC4BF7DF6FAF4340000000000090AC400000000000000000
COD,Yellowstone Regional Airport,United States,01010000C050CAFF3F89415BC030F4FFDF954246400000000000EEB3400000000000000000
HOV,"Ørsta-Volda Airport, Hovden",Norway,01010000C0F8FFFFDFE04B18401F0000400A174F400000000000606E400000000000000000
ISC,St. Mary's Airport,United Kingdom,01010000C000000080AB2A19C001000000E7F448400000000000005D400000000000000000
SGF,Springfield Branson National Airport,United States,01010000C08584FFDFDE5857C02A330820739F42400000000000D093400000000000000000
NVK,Narvik Framnes Airport,Norway,01010000C05C0000C0FE623140FEFFFF1FF61B51400000000000C057400000000000000000
