Route_ID,Airport_ID_start,Airport_ID_end,geom
DUS-SKG,DUS,SKG,01020000000200000053E8BCC62E111B406494675E0EA54940000000E08CF836400000008085424440
DUS-SPU,DUS,SPU,01020000000200000053E8BCC62E111B406494675E0EA54940000000C0494C3040000000A0FAC44540
DUS-SUF,DUS,SUF,01020000000200000053E8BCC62E111B406494675E0EA5494020D26F5F073E3040626A4B1DE4734340
DUS-TRN,DUS,TRN,01020000000200000053E8BCC62E111B406494675E0EA549407E00529B38991E40577C43E1B3994640
DUS-VCE,DUS,VCE,01020000000200000053E8BCC62E111B406494675E0EA54940C0EC9E3C2CB42840CBD93BA3ADC04640
DUS-WAW,DUS,WAW,01020000000200000053E8BCC62E111B406494675E0EA5494023DCFFDF93F734402FF1FF9F35154A40
DUS-WRO,DUS,WRO,01020000000200000053E8BCC62E111B406494675E0EA54940192D00C0C3E2304029080040258D4940
DUS-ZAD,DUS,ZAD,01020000000200000053E8BCC62E111B406494675E0EA54940E10B93A982B12E404298DBBDDC0D4640
EDI-CGN,EDI,CGN,01020000000200000000000040E1FA0AC0000000A099F94B40D10E00602A921C40B0F2FFBFD56E4940
FAO-CGN,FAO,CGN,010200000002000000BA12008017DD1FC03E0C00E0D7814240D10E00602A921C40B0F2FFBFD56E4940
FAO-HAM,FAO,HAM,010200000002000000BA12008017DD1FC03E0C00E0D7814240F8FFFF3FF9F92340EEFFFFFFB0D04A40
FAO-STR,FAO,STR,010200000002000000BA12008017DD1FC03E0C00E0D7814240260200C0A4712240F40A00A04E584840
FCO-CGN,FCO,CGN,0102000000020000003CC159A54F7A2840805BC1806FE64440D10E00602A921C40B0F2FFBFD56E4940
FCO-HAJ,FCO,HAJ,0102000000020000003CC159A54F7A2840805BC1806FE6444017F5FFBFC25E2340AA090060053B4A40
FCO-HAM,FCO,HAM,0102000000020000003CC159A54F7A2840805BC1806FE64440F8FFFF3FF9F92340EEFFFFFFB0D04A40
FCO-STR,FCO,STR,0102000000020000003CC159A54F7A2840805BC1806FE64440260200C0A4712240F40A00A04E584840
FCO-TXL,FCO,TXL,0102000000020000003CC159A54F7A2840805BC1806FE644404F1E166A4D932A401DC9E53FA4474A40
FDH-CGN,FDH,CGN,01020000000200000011F7FFFFE1052340EAF8FF1FEDD54740D10E00602A921C40B0F2FFBFD56E4940
FKB-HAM,FKB,HAM,010200000002000000B9040040372920409DF1FF5FC3634840F8FFFF3FF9F92340EEFFFFFFB0D04A40
FMM-HAM,FMM,HAM,010200000002000000F83300C09F7A24408AF0FFFF90FE4740F8FFFF3FF9F92340EEFFFFFFB0D04A40
FMM-TXL,FMM,TXL,010200000002000000F83300C09F7A24408AF0FFFF90FE47404F1E166A4D932A401DC9E53FA4474A40
FRA-HDF,FRA,HDF,010200000002000000BA1281EA1F2421405470784144044940CD280040FA4D2C40CDE5FF3F79F04A40
GVA-DUS,GVA,DUS,010200000002000000000000A0906F1840000000007A1E474053E8BCC62E111B406494675E0EA54940
GVA-HAM,GVA,HAM,010200000002000000000000A0906F1840000000007A1E4740F8FFFF3FF9F92340EEFFFFFFB0D04A40
HAJ-BCN,HAJ,BCN,01020000000200000017F5FFBFC25E2340AA090060053B4A40715AF0A2AFA0004020D26F5F07A64440
HAJ-CTA,HAJ,CTA,01020000000200000017F5FFBFC25E2340AA090060053B4A40A7E8482EFF212E40BB5E9A22C0BB4240
HAJ-DBV,HAJ,DBV,01020000000200000017F5FFBFC25E2340AA090060053B4A40000000C0A844324000000000DC474540
HAJ-FCO,HAJ,FCO,01020000000200000017F5FFBFC25E2340AA090060053B4A403CC159A54F7A2840805BC1806FE64440
HAJ-HER,HAJ,HER,01020000000200000017F5FFBFC25E2340AA090060053B4A40C2F3FF1F282E3940DAFDFF3F7BAB4140
HAJ-MXP,HAJ,MXP,01020000000200000017F5FFBFC25E2340AA090060053B4A40F7C77BD5CA742140C66D3480B7D04640
HAJ-NAP,HAJ,NAP,01020000000200000017F5FFBFC25E2340AA090060053B4A40865AD3BCE3942C406518778368714440
HAJ-PMI,HAJ,PMI,01020000000200000017F5FFBFC25E2340AA090060053B4A40A80D004015E9054074E9FF1F9EC64340
HAJ-PRN,HAJ,PRN,01020000000200000017F5FFBFC25E2340AA090060053B4A40022A1C412A0935400C93A98251494540
HAJ-SAW,HAJ,SAW,01020000000200000017F5FFBFC25E2340AA090060053B4A403A2600C0274F3D40AA09006005734440
HAJ-SKG,HAJ,SKG,01020000000200000017F5FFBFC25E2340AA090060053B4A40000000E08CF836400000008085424440
HAJ-SPU,HAJ,SPU,01020000000200000017F5FFBFC25E2340AA090060053B4A40000000C0494C3040000000A0FAC44540
HAJ-STN,HAJ,STN,01020000000200000017F5FFBFC25E2340AA090060053B4A40890600E07A14CE3FBFEDFF9F47F14940
HAJ-STR,HAJ,STR,01020000000200000017F5FFBFC25E2340AA090060053B4A40260200C0A4712240F40A00A04E584840
HAJ-SUF,HAJ,SUF,01020000000200000017F5FFBFC25E2340AA090060053B4A4020D26F5F073E3040626A4B1DE4734340
HAJ-VCE,HAJ,VCE,01020000000200000017F5FFBFC25E2340AA090060053B4A40C0EC9E3C2CB42840CBD93BA3ADC04640
HAJ-VIE,HAJ,VIE,01020000000200000017F5FFBFC25E2340AA090060053B4A40250000E0D7913040D8FFFF3F1E0E4840
HAM-AMS,HAM,AMS,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A403CF71E2E390E1340A741D13C80274A40
HAM-ARN,HAM,ARN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A407EFFFF5F29EB3140E6FFFF7F71D34D40
HAM-BCN,HAM,BCN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40715AF0A2AFA0004020D26F5F07A64440
HAM-BGO,HAM,BGO,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A400A48FB1F60DF1440224DFE1F8E254E40
HAM-BHX,HAM,BHX,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4074F0FF3FEEF7FBBF4EE7FF5F193A4A40
HAM-BIA,HAM,BIA,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4000000080ABF72240000000E0BE464540
HAM-BUD,HAM,BUD,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40EB36A8FDD642334082902C6002B74740
HAM-CDG,HAM,CDG,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40666666666666044023BA675DA3814840
HAM-CGN,HAM,CGN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40D10E00602A921C40B0F2FFBFD56E4940
HAM-CTA,HAM,CTA,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40A7E8482EFF212E40BB5E9A22C0BB4240
HAM-DBV,HAM,DBV,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40000000C0A844324000000000DC474540
HAM-FAO,HAM,FAO,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40BA12008017DD1FC03E0C00E0D7814240
HAM-FCO,HAM,FCO,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A403CC159A54F7A2840805BC1806FE64440
HAM-FKB,HAM,FKB,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40B9040040372920409DF1FF5FC3634840
HAM-FMM,HAM,FMM,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40F83300C09F7A24408AF0FFFF90FE4740
HAM-GVA,HAM,GVA,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40000000A0906F1840000000007A1E4740
HAM-HER,HAM,HER,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40C2F3FF1F282E3940DAFDFF3F7BAB4140
HAM-KLU,HAM,KLU,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40E9B7AF03E7AC2C40ABCE6A813D524740
HAM-LHR,HAM,LHR,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40499EEBFB7090DDBFB1BFEC9E3CBC4940
HAM-MAD,HAM,MAD,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A401C5F7B6649800CC0E9103812683C4440
HAM-MAN,HAM,MAN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4000000000193302C00000000046AD4A40
HAM-MXP,HAM,MXP,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40F7C77BD5CA742140C66D3480B7D04640
HAM-NAP,HAM,NAP,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40865AD3BCE3942C406518778368714440
HAM-NCE,HAM,NCE,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A406BECFFFF0CDD1C403117008046D44540
HAM-NUE,HAM,NUE,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A405E83BEF4F627264022C66B5ED5BF4840
HAM-OLB,HAM,OLB,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4062DBA2CC06092340F6F065A208734440
HAM-OSL,HAM,OSL,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40B6847CD0B3192640736891ED7C0F4E40
HAM-PMI,HAM,PMI,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40A80D004015E9054074E9FF1F9EC64340
HAM-PRG,HAM,PRG,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4085EB51B81E852C40E9B7AF03E70C4940
HAM-PRN,HAM,PRN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40022A1C412A0935400C93A98251494540
HAM-RJK,HAM,RJK,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A4001000060FE232D4000000060C39B4640
HAM-SAW,HAM,SAW,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A403A2600C0274F3D40AA09006005734440
HAM-SKG,HAM,SKG,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40000000E08CF836400000008085424440
HAM-SPU,HAM,SPU,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40000000C0494C3040000000A0FAC44540
HAM-STR,HAM,STR,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40260200C0A4712240F40A00A04E584840
HAM-TLS,HAM,TLS,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A406E179AEB34D2F53FC170AE6186D04540
HAM-VCE,HAM,VCE,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40C0EC9E3C2CB42840CBD93BA3ADC04640
HAM-VIE,HAM,VIE,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40250000E0D7913040D8FFFF3F1E0E4840
HAM-VRN,HAM,VRN,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A40F4FDD478E9C62540AB07CC43A6B24640
HAM-ZRH,HAM,ZRH,010200000002000000F8FFFF3FF9F92340EEFFFFFFB0D04A407EE36BCF2C192140F1BDBF417BBB4740
HDF-CGN,HDF,CGN,010200000002000000CD280040FA4D2C40CDE5FF3F79F04A40D10E00602A921C40B0F2FFBFD56E4940
HDF-DTM,HDF,DTM,010200000002000000CD280040FA4D2C40CDE5FF3F79F04A40760F0000EF721E403B0900A057C24940
HDF-DUS,HDF,DUS,010200000002000000CD280040FA4D2C40CDE5FF3F79F04A4053E8BCC62E111B406494675E0EA54940
HDF-FRA,HDF,FRA,010200000002000000CD280040FA4D2C40CDE5FF3F79F04A40BA1281EA1F2421405470784144044940
HDF-STR,HDF,STR,010200000002000000CD280040FA4D2C40CDE5FF3F79F04A40260200C0A4712240F40A00A04E584840
HEL-TXL,HEL,TXL,010200000002000000F1FFFFDF9AF63840DDFFFFFF99284E404F1E166A4D932A401DC9E53FA4474A40
HER-CGN,HER,CGN,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB4140D10E00602A921C40B0F2FFBFD56E4940
HER-DUS,HER,DUS,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB414053E8BCC62E111B406494675E0EA54940
HER-HAJ,HER,HAJ,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB414017F5FFBFC25E2340AA090060053B4A40
HER-HAM,HER,HAM,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB4140F8FFFF3FF9F92340EEFFFFFFB0D04A40
HER-STR,HER,STR,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB4140260200C0A4712240F40A00A04E584840
HER-TXL,HER,TXL,010200000002000000C2F3FF1F282E3940DAFDFF3F7BAB41404F1E166A4D932A401DC9E53FA4474A40
IBZ-CGN,IBZ,CGN,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F4340D10E00602A921C40B0F2FFBFD56E4940
IBZ-DUS,IBZ,DUS,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F434053E8BCC62E111B406494675E0EA54940
IBZ-STR,IBZ,STR,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F4340260200C0A4712240F40A00A04E584840
IBZ-TXL,IBZ,TXL,010200000002000000EDB0FF9F4CF8F53F59FCFF1FBB6F43404F1E166A4D932A401DC9E53FA4474A40
JMK-CGN,JMK,CGN,010200000002000000000000201D59394000000060B1B74240D10E00602A921C40B0F2FFBFD56E4940
JTR-CGN,JTR,CGN,01020000000200000001000060B37A39400000000019334240D10E00602A921C40B0F2FFBFD56E4940
KGS-CGN,KGS,CGN,010200000002000000000000A079173B40000000E08A654240D10E00602A921C40B0F2FFBFD56E4940
KLU-CGN,KLU,CGN,010200000002000000E9B7AF03E7AC2C40ABCE6A813D524740D10E00602A921C40B0F2FFBFD56E4940
KLU-HAM,KLU,HAM,010200000002000000E9B7AF03E7AC2C40ABCE6A813D524740F8FFFF3FF9F92340EEFFFFFFB0D04A40
KLU-TXL,KLU,TXL,010200000002000000E9B7AF03E7AC2C40ABCE6A813D5247404F1E166A4D932A401DC9E53FA4474A40
KRK-STR,KRK,STR,0102000000020000009BE61DA7E8C83340BA6A9E23F2094940260200C0A4712240F40A00A04E584840
KTW-DUS,KTW,DUS,01020000000200000014AE47E17A143340143FC6DCB53C494053E8BCC62E111B406494675E0EA54940
KVA-CGN,KVA,CGN,010200000002000000000000E0839E384001000000E7744440D10E00602A921C40B0F2FFBFD56E4940
KVA-STR,KVA,STR,010200000002000000000000E0839E384001000000E7744440260200C0A4712240F40A00A04E584840
LEJ-CGN,LEJ,CGN,010200000002000000AF44A0FA077928402C11A8FE41B64940D10E00602A921C40B0F2FFBFD56E4940
LEJ-DUS,LEJ,DUS,010200000002000000AF44A0FA077928402C11A8FE41B6494053E8BCC62E111B406494675E0EA54940
LEJ-STR,LEJ,STR,010200000002000000AF44A0FA077928402C11A8FE41B64940260200C0A4712240F40A00A04E584840
LHR-CGN,LHR,CGN,010200000002000000499EEBFB7090DDBFB1BFEC9E3CBC4940D10E00602A921C40B0F2FFBFD56E4940
LHR-HAM,LHR,HAM,010200000002000000499EEBFB7090DDBFB1BFEC9E3CBC4940F8FFFF3FF9F92340EEFFFFFFB0D04A40
LHR-STR,LHR,STR,010200000002000000499EEBFB7090DDBFB1BFEC9E3CBC4940260200C0A4712240F40A00A04E584840
LHR-TXL,LHR,TXL,010200000002000000499EEBFB7090DDBFB1BFEC9E3CBC49404F1E166A4D932A401DC9E53FA4474A40
LIN-TXL,LIN,TXL,01020000000200000076FD82DDB08D2240BC3D0801F9B846404F1E166A4D932A401DC9E53FA4474A40
LIS-CGN,LIS,CGN,010200000002000000A1BE654E974522C0B22E6EA301644340D10E00602A921C40B0F2FFBFD56E4940
LIS-STR,LIS,STR,010200000002000000A1BE654E974522C0B22E6EA301644340260200C0A4712240F40A00A04E584840
LPA-CGN,LPA,CGN,01020000000200000000000060F0C52EC00000000091EE3B40D10E00602A921C40B0F2FFBFD56E4940
LYS-DUS,LYS,DUS,010200000002000000286211C30E53144052B5DD04DFDC464053E8BCC62E111B406494675E0EA54940
MAD-DUS,MAD,DUS,0102000000020000001C5F7B6649800CC0E9103812683C444053E8BCC62E111B406494675E0EA54940
MAD-HAM,MAD,HAM,0102000000020000001C5F7B6649800CC0E9103812683C4440F8FFFF3FF9F92340EEFFFFFFB0D04A40
MAN-CGN,MAN,CGN,01020000000200000000000000193302C00000000046AD4A40D10E00602A921C40B0F2FFBFD56E4940
MAN-HAM,MAN,HAM,01020000000200000000000000193302C00000000046AD4A40F8FFFF3FF9F92340EEFFFFFFB0D04A40
MPL-DUS,MPL,DUS,010200000002000000000000A03EB40F40000000E0C0C9454053E8BCC62E111B406494675E0EA54940
MUC-DTM,MUC,DTM,0102000000020000006DC5FEB27B92274034A14962492D4840760F0000EF721E403B0900A057C24940
MXP-CGN,MXP,CGN,010200000002000000F7C77BD5CA742140C66D3480B7D04640D10E00602A921C40B0F2FFBFD56E4940
MXP-DUS,MXP,DUS,010200000002000000F7C77BD5CA742140C66D3480B7D0464053E8BCC62E111B406494675E0EA54940
MXP-HAJ,MXP,HAJ,010200000002000000F7C77BD5CA742140C66D3480B7D0464017F5FFBFC25E2340AA090060053B4A40
MXP-HAM,MXP,HAM,010200000002000000F7C77BD5CA742140C66D3480B7D04640F8FFFF3FF9F92340EEFFFFFFB0D04A40
MXP-STR,MXP,STR,010200000002000000F7C77BD5CA742140C66D3480B7D04640260200C0A4712240F40A00A04E584840
NAP-CGN,NAP,CGN,010200000002000000865AD3BCE3942C406518778368714440D10E00602A921C40B0F2FFBFD56E4940
NAP-HAJ,NAP,HAJ,010200000002000000865AD3BCE3942C40651877836871444017F5FFBFC25E2340AA090060053B4A40
NAP-HAM,NAP,HAM,010200000002000000865AD3BCE3942C406518778368714440F8FFFF3FF9F92340EEFFFFFFB0D04A40
NAP-STR,NAP,STR,010200000002000000865AD3BCE3942C406518778368714440260200C0A4712240F40A00A04E584840
NCE-CGN,NCE,CGN,0102000000020000006BECFFFF0CDD1C403117008046D44540D10E00602A921C40B0F2FFBFD56E4940
NCE-HAM,NCE,HAM,0102000000020000006BECFFFF0CDD1C403117008046D44540F8FFFF3FF9F92340EEFFFFFFB0D04A40
NCE-TXL,NCE,TXL,0102000000020000006BECFFFF0CDD1C403117008046D445404F1E166A4D932A401DC9E53FA4474A40
NQY-DUS,NQY,DUS,010200000002000000000000C04CFB13C0000000A06538494053E8BCC62E111B406494675E0EA54940
NUE-DUS,NUE,DUS,0102000000020000005E83BEF4F627264022C66B5ED5BF484053E8BCC62E111B406494675E0EA54940
NUE-HAM,NUE,HAM,0102000000020000005E83BEF4F627264022C66B5ED5BF4840F8FFFF3FF9F92340EEFFFFFFB0D04A40
NUE-TXL,NUE,TXL,0102000000020000005E83BEF4F627264022C66B5ED5BF48404F1E166A4D932A401DC9E53FA4474A40
OLB-CGN,OLB,CGN,01020000000200000062DBA2CC06092340F6F065A208734440D10E00602A921C40B0F2FFBFD56E4940
OLB-DUS,OLB,DUS,01020000000200000062DBA2CC06092340F6F065A20873444053E8BCC62E111B406494675E0EA54940
OLB-HAM,OLB,HAM,01020000000200000062DBA2CC06092340F6F065A208734440F8FFFF3FF9F92340EEFFFFFFB0D04A40
OLB-STR,OLB,STR,01020000000200000062DBA2CC06092340F6F065A208734440260200C0A4712240F40A00A04E584840
OSL-HAM,OSL,HAM,010200000002000000B6847CD0B3192640736891ED7C0F4E40F8FFFF3FF9F92340EEFFFFFFB0D04A40
PMI-CGN,PMI,CGN,010200000002000000A80D004015E9054074E9FF1F9EC64340D10E00602A921C40B0F2FFBFD56E4940
PMI-DTM,PMI,DTM,010200000002000000A80D004015E9054074E9FF1F9EC64340760F0000EF721E403B0900A057C24940
PMI-DUS,PMI,DUS,010200000002000000A80D004015E9054074E9FF1F9EC6434053E8BCC62E111B406494675E0EA54940
PMI-HAJ,PMI,HAJ,010200000002000000A80D004015E9054074E9FF1F9EC6434017F5FFBFC25E2340AA090060053B4A40
PMI-HAM,PMI,HAM,010200000002000000A80D004015E9054074E9FF1F9EC64340F8FFFF3FF9F92340EEFFFFFFB0D04A40
PMI-STR,PMI,STR,010200000002000000A80D004015E9054074E9FF1F9EC64340260200C0A4712240F40A00A04E584840
PMI-TXL,PMI,TXL,010200000002000000A80D004015E9054074E9FF1F9EC643404F1E166A4D932A401DC9E53FA4474A40
PMO-CGN,PMO,CGN,0102000000020000003BDF4F8D972E2A4079909E2287164340D10E00602A921C40B0F2FFBFD56E4940
POZ-DUS,POZ,DUS,010200000002000000BE2D006088D330409DF1FF5FE3354A4053E8BCC62E111B406494675E0EA54940
PRG-CGN,PRG,CGN,01020000000200000085EB51B81E852C40E9B7AF03E70C4940D10E00602A921C40B0F2FFBFD56E4940
PRG-DUS,PRG,DUS,01020000000200000085EB51B81E852C40E9B7AF03E70C494053E8BCC62E111B406494675E0EA54940
PRG-HAM,PRG,HAM,01020000000200000085EB51B81E852C40E9B7AF03E70C4940F8FFFF3FF9F92340EEFFFFFFB0D04A40
PRN-DUS,PRN,DUS,010200000002000000022A1C412A0935400C93A9825149454053E8BCC62E111B406494675E0EA54940
PRN-HAJ,PRN,HAJ,010200000002000000022A1C412A0935400C93A9825149454017F5FFBFC25E2340AA090060053B4A40
PRN-HAM,PRN,HAM,010200000002000000022A1C412A0935400C93A98251494540F8FFFF3FF9F92340EEFFFFFFB0D04A40
PRN-STR,PRN,STR,010200000002000000022A1C412A0935400C93A98251494540260200C0A4712240F40A00A04E584840
PRN-TXL,PRN,TXL,010200000002000000022A1C412A0935400C93A982514945404F1E166A4D932A401DC9E53FA4474A40
PSA-CGN,PSA,CGN,010200000002000000454772F90FC9244030629F008AD74540D10E00602A921C40B0F2FFBFD56E4940
PUY-CGN,PUY,CGN,010200000002000000010000A02AD82B40000000405E724640D10E00602A921C40B0F2FFBFD56E4940
RAK-CGN,RAK,CGN,0102000000020000002E0A00E0951220C0EB1B00C05D9B3F40D10E00602A921C40B0F2FFBFD56E4940
RHO-CGN,RHO,CGN,0102000000020000000000004011163C4000000020E4334240D10E00602A921C40B0F2FFBFD56E4940
RJK-CGN,RJK,CGN,01020000000200000001000060FE232D4000000060C39B4640D10E00602A921C40B0F2FFBFD56E4940
RJK-HAM,RJK,HAM,01020000000200000001000060FE232D4000000060C39B4640F8FFFF3FF9F92340EEFFFFFFB0D04A40
RJK-STR,RJK,STR,01020000000200000001000060FE232D4000000060C39B4640260200C0A4712240F40A00A04E584840
RLG-CGN,RLG,CGN,01020000000200000075A9FF5F7D8E2840BFEDFF9F87F54A40D10E00602A921C40B0F2FFBFD56E4940
RLG-STR,RLG,STR,01020000000200000075A9FF5F7D8E2840BFEDFF9F87F54A40260200C0A4712240F40A00A04E584840
SAW-CGN,SAW,CGN,0102000000020000003A2600C0274F3D40AA09006005734440D10E00602A921C40B0F2FFBFD56E4940
SAW-DTM,SAW,DTM,0102000000020000003A2600C0274F3D40AA09006005734440760F0000EF721E403B0900A057C24940
SAW-HAJ,SAW,HAJ,0102000000020000003A2600C0274F3D40AA0900600573444017F5FFBFC25E2340AA090060053B4A40
SAW-HAM,SAW,HAM,0102000000020000003A2600C0274F3D40AA09006005734440F8FFFF3FF9F92340EEFFFFFFB0D04A40
SAW-STR,SAW,STR,0102000000020000003A2600C0274F3D40AA09006005734440260200C0A4712240F40A00A04E584840
SAW-TXL,SAW,TXL,0102000000020000003A2600C0274F3D40AA090060057344404F1E166A4D932A401DC9E53FA4474A40
SJJ-CGN,SJJ,CGN,01020000000200000000000020DD543240000000808CE94540D10E00602A921C40B0F2FFBFD56E4940
SJJ-STR,SJJ,STR,01020000000200000000000020DD543240000000808CE94540260200C0A4712240F40A00A04E584840
SJJ-TXL,SJJ,TXL,01020000000200000000000020DD543240000000808CE945404F1E166A4D932A401DC9E53FA4474A40
SKG-CGN,SKG,CGN,010200000002000000000000E08CF836400000008085424440D10E00602A921C40B0F2FFBFD56E4940
SKG-DUS,SKG,DUS,010200000002000000000000E08CF83640000000808542444053E8BCC62E111B406494675E0EA54940
SKG-HAJ,SKG,HAJ,010200000002000000000000E08CF83640000000808542444017F5FFBFC25E2340AA090060053B4A40
SKG-HAM,SKG,HAM,010200000002000000000000E08CF836400000008085424440F8FFFF3FF9F92340EEFFFFFFB0D04A40
SKG-STR,SKG,STR,010200000002000000000000E08CF836400000008085424440260200C0A4712240F40A00A04E584840
SPU-CGN,SPU,CGN,010200000002000000000000C0494C3040000000A0FAC44540D10E00602A921C40B0F2FFBFD56E4940
SPU-DTM,SPU,DTM,010200000002000000000000C0494C3040000000A0FAC44540760F0000EF721E403B0900A057C24940
SPU-DUS,SPU,DUS,010200000002000000000000C0494C3040000000A0FAC4454053E8BCC62E111B406494675E0EA54940
SPU-HAJ,SPU,HAJ,010200000002000000000000C0494C3040000000A0FAC4454017F5FFBFC25E2340AA090060053B4A40
SPU-HAM,SPU,HAM,010200000002000000000000C0494C3040000000A0FAC44540F8FFFF3FF9F92340EEFFFFFFB0D04A40
SPU-STR,SPU,STR,010200000002000000000000C0494C3040000000A0FAC44540260200C0A4712240F40A00A04E584840
SPU-TXL,SPU,TXL,010200000002000000000000C0494C3040000000A0FAC445404F1E166A4D932A401DC9E53FA4474A40
STN-CGN,STN,CGN,010200000002000000890600E07A14CE3FBFEDFF9F47F14940D10E00602A921C40B0F2FFBFD56E4940
STN-HAJ,STN,HAJ,010200000002000000890600E07A14CE3FBFEDFF9F47F1494017F5FFBFC25E2340AA090060053B4A40
STN-STR,STN,STR,010200000002000000890600E07A14CE3FBFEDFF9F47F14940260200C0A4712240F40A00A04E584840
STR-AGP,STR,AGP,010200000002000000260200C0A4712240F40A00A04E584840000000C016FF11C00000002063564240
STR-ATH,STR,ATH,010200000002000000260200C0A4712240F40A00A04E584840541300C0CAF13740DF060000DCF74240
STR-BCN,STR,BCN,010200000002000000260200C0A4712240F40A00A04E584840715AF0A2AFA0004020D26F5F07A64440
STR-BDS,STR,BDS,010200000002000000260200C0A4712240F40A00A04E584840804754A86EF23140C0EC9E3C2C544440
STR-BEG,STR,BEG,010200000002000000260200C0A4712240F40A00A04E584840870D0020214F344089100060C1684640
STR-BIA,STR,BIA,010200000002000000260200C0A4712240F40A00A04E58484000000080ABF72240000000E0BE464540
STR-BIO,STR,BIO,010200000002000000260200C0A4712240F40A00A04E584840000000E0ED4807C0000000808AA64540
STR-BRE,STR,BRE,010200000002000000260200C0A4712240F40A00A04E584840B3FFFF5FC6922140A11A008014864A40
STR-BRI,STR,BRI,010200000002000000260200C0A4712240F40A00A04E584840CC5EB69DB6C23040DB300A82C7914440
STR-BRU,STR,BRU,010200000002000000260200C0A4712240F40A00A04E5848408AF0FFFF10F01140870D002061734940
STR-BUD,STR,BUD,010200000002000000260200C0A4712240F40A00A04E584840EB36A8FDD642334082902C6002B74740
STR-CAG,STR,CAG,010200000002000000260200C0A4712240F40A00A04E5848405DA79196CA1B224005FD851E31A04340
STR-CFU,STR,CFU,010200000002000000260200C0A4712240F40A00A04E5848400000002065E93340000000000BCD4340
STR-CTA,STR,CTA,010200000002000000260200C0A4712240F40A00A04E584840A7E8482EFF212E40BB5E9A22C0BB4240
STR-DBV,STR,DBV,010200000002000000260200C0A4712240F40A00A04E584840000000C0A844324000000000DC474540
STR-DRS,STR,DRS,010200000002000000260200C0A4712240F40A00A04E58484000000080CE882B40000000A0FF904940
STR-FAO,STR,FAO,010200000002000000260200C0A4712240F40A00A04E584840BA12008017DD1FC03E0C00E0D7814240
STR-FCO,STR,FCO,010200000002000000260200C0A4712240F40A00A04E5848403CC159A54F7A2840805BC1806FE64440
STR-HAJ,STR,HAJ,010200000002000000260200C0A4712240F40A00A04E58484017F5FFBFC25E2340AA090060053B4A40
STR-HAM,STR,HAM,010200000002000000260200C0A4712240F40A00A04E584840F8FFFF3FF9F92340EEFFFFFFB0D04A40
STR-HDF,STR,HDF,010200000002000000260200C0A4712240F40A00A04E584840CD280040FA4D2C40CDE5FF3F79F04A40
