Route_ID,Airport_ID_start,Airport_ID_end,geom
XMN-WUS,XMN,WUS,0102000000020000000000002031885D40000000A0438B384009151C5E10805D40F90FE9B7AFB33B40
XMN-WUX,XMN,WUX,0102000000020000000000002031885D40000000A0438B3840B578FFBF741B5E408AF0FFFF907E3F40
XMN-YTY,XMN,YTY,0102000000020000000000002031885D40000000A0438B38404BEA043411EE5D408048BF7D1D484040
XMN-ZUH,XMN,ZUH,0102000000020000000000002031885D40000000A0438B384009151C5E10585C4023BA675DA3013640
XNN-CGO,XNN,CGO,010200000002000000AFB0E07EC0825940EC51B81E8543424097080000D3755C402A0B008085424140
XNN-PEK,XNN,PEK,010200000002000000AFB0E07EC0825940EC51B81E85434240000000A070255D40010000C0400A4440
XNN-WUH,XNN,WUH,010200000002000000AFB0E07EC0825940EC51B81E854342405A643BDF4F8D5C40D49AE61DA7C83E40
YBP-CAN,YBP,CAN,0102000000020000007B14AE47E1225A40E0EE7935F1CC3C40000000E022535C400000006074643740
YBP-PEK,YBP,PEK,0102000000020000007B14AE47E1225A40E0EE7935F1CC3C40000000A070255D40010000C0400A4440
YBP-SZX,YBP,SZX,0102000000020000007B14AE47E1225A40E0EE7935F1CC3C4000000060E7735C4000000020A9A33640
YCU-CAN,YCU,CAN,0102000000020000009EED8A4602C25B403D4679E6E58E4140000000E022535C400000006074643740
YCU-CTU,YCU,CTU,0102000000020000009EED8A4602C25B403D4679E6E58E4140000000A09BFC5940000000A018943E40
YCU-HGH,YCU,HGH,0102000000020000009EED8A4602C25B403D4679E6E58E4140000000A0C61B5E4000000080C03A3E40
YCU-KMG,YCU,KMG,0102000000020000009EED8A4602C25B403D4679E6E58E414010429B7777BB5940A6023807191A3940
YCU-LHW,YCU,LHW,0102000000020000009EED8A4602C25B403D4679E6E58E4140E4720020AEE7594011FEFF1FF2414240
YCU-PEK,YCU,PEK,0102000000020000009EED8A4602C25B403D4679E6E58E4140000000A070255D40010000C0400A4440
YCU-SZX,YCU,SZX,0102000000020000009EED8A4602C25B403D4679E6E58E414000000060E7735C4000000020A9A33640
YCU-TAO,YCU,TAO,0102000000020000009EED8A4602C25B403D4679E6E58E414007A9FF9FEF175E40FA1600A00F224240
YCU-TSN,YCU,TSN,0102000000020000009EED8A4602C25B403D4679E6E58E4140B395FFDF24565D40E5EFFF5FEC8F4340
YCU-URC,YCU,URC,0102000000020000009EED8A4602C25B403D4679E6E58E41400000004059DE5540010000E01BF44540
YIC-PEK,YIC,PEK,0102000000020000004182E2C798935C403D0AD7A370CD3B40000000A070255D40010000C0400A4440
YIC-SZX,YIC,SZX,0102000000020000004182E2C798935C403D0AD7A370CD3B4000000060E7735C4000000020A9A33640
YIH-PEK,YIH,PEK,0102000000020000003D9E961FB8DE5B40BC96900F7A8E3E40000000A070255D40010000C0400A4440
YIH-SZX,YIH,SZX,0102000000020000003D9E961FB8DE5B40BC96900F7A8E3E4000000060E7735C4000000020A9A33640
YIN-CTU,YIN,CTU,010200000002000000B2B96A9E235554405646239F57FA4540000000A09BFC5940000000A018943E40
YIW-CTU,YIW,CTU,010200000002000000575C00400C025E40F4EAFF3F3E583D40000000A09BFC5940000000A018943E40
YIW-PEK,YIW,PEK,010200000002000000575C00400C025E40F4EAFF3F3E583D40000000A070255D40010000C0400A4440
YNJ-PEK,YNJ,PEK,010200000002000000FAD3FF9F6E2E60407EFBFF9FFF704540000000A070255D40010000C0400A4440
YNJ-TAO,YNJ,TAO,010200000002000000FAD3FF9F6E2E60407EFBFF9FFF70454007A9FF9FEF175E40FA1600A00F224240
YNT-CAN,YNT,CAN,010200000002000000000000E0CE575E40000000E06AB34240000000E022535C400000006074643740
YNT-CGQ,YNT,CGQ,010200000002000000000000E0CE575E40000000E06AB34240AB6F0000D76B5F401DF3FF7F83FF4540
YNT-CTU,YNT,CTU,010200000002000000000000E0CE575E40000000E06AB34240000000A09BFC5940000000A018943E40
YNT-HGH,YNT,HGH,010200000002000000000000E0CE575E40000000E06AB34240000000A0C61B5E4000000080C03A3E40
YNT-HRB,YNT,HRB,010200000002000000000000E0CE575E40000000E06AB342400000000000905F40000000A0CBCF4640
YNT-NKG,YNT,NKG,010200000002000000000000E0CE575E40000000E06AB34240010000002BB75D40000000C0F3BD3F40
YNT-PEK,YNT,PEK,010200000002000000000000E0CE575E40000000E06AB34240000000A070255D40010000C0400A4440
YNT-PVG,YNT,PVG,010200000002000000000000E0CE575E40000000E06AB342400000002085735E40010000E0B5243F40
YNT-SHA,YNT,SHA,010200000002000000000000E0CE575E40000000E06AB34240FFFFFFFF80555E40000000A0A9323F40
YNT-SJW,YNT,SJW,010200000002000000000000E0CE575E40000000E06AB34240000000A09BAC5C4000000000EE234340
YNT-SZX,YNT,SZX,010200000002000000000000E0CE575E40000000E06AB3424000000060E7735C4000000020A9A33640
YNT-TNA,YNT,TNA,010200000002000000000000E0CE575E40000000E06AB3424001000000D34D5D40000000C0B86D4240
YNT-WUH,YNT,WUH,010200000002000000000000E0CE575E40000000E06AB342405A643BDF4F8D5C40D49AE61DA7C83E40
YNT-XIY,YNT,XIY,010200000002000000000000E0CE575E40000000E06AB34240FBE769C020305B40F4FC69A33A394140
YNZ-PEK,YNZ,PEK,0102000000020000006CD097DEFE0C5E405E471CB281B64040000000A070255D40010000C0400A4440
YTY-CKG,YTY,CKG,0102000000020000004BEA043411EE5D408048BF7D1D4840400000008016A95A40000000801DB83D40
YTY-PEK,YTY,PEK,0102000000020000004BEA043411EE5D408048BF7D1D484040000000A070255D40010000C0400A4440
YTY-XIY,YTY,XIY,0102000000020000004BEA043411EE5D408048BF7D1D484040FBE769C020305B40F4FC69A33A394140
YTY-XMN,YTY,XMN,0102000000020000004BEA043411EE5D408048BF7D1D4840400000002031885D40000000A0438B3840
ZHA-CTU,ZHA,CTU,010200000002000000C4793881E9965B408C4B55DAE2363540000000A09BFC5940000000A018943E40
ZHA-PEK,ZHA,PEK,010200000002000000C4793881E9965B408C4B55DAE2363540000000A070255D40010000C0400A4440
ZHA-SZX,ZHA,SZX,010200000002000000C4793881E9965B408C4B55DAE236354000000060E7735C4000000020A9A33640
ZUH-CKG,ZUH,CKG,01020000000200000009151C5E10585C4023BA675DA30136400000008016A95A40000000801DB83D40
ZUH-CTU,ZUH,CTU,01020000000200000009151C5E10585C4023BA675DA3013640000000A09BFC5940000000A018943E40
ZUH-FOC,ZUH,FOC,01020000000200000009151C5E10585C4023BA675DA3013640000000A06EEA5D40FFFFFFBF62EF3940
ZUH-HYN,ZUH,HYN,01020000000200000009151C5E10585C4023BA675DA3013640010000C0745B5E4000000060EC8F3C40
ZUH-KHN,ZUH,KHN,01020000000200000009151C5E10585C4023BA675DA3013640000000A099F95C40000000A070DD3C40
ZUH-KWE,ZUH,KWE,01020000000200000009151C5E10585C4023BA675DA3013640000000A043B35A4000000020DB893A40
ZUH-NNG,ZUH,NNG,01020000000200000009151C5E10585C4023BA675DA301364000000000020B5B4000000080B99B3640
ZUH-PEK,ZUH,PEK,01020000000200000009151C5E10585C4023BA675DA3013640000000A070255D40010000C0400A4440
ZUH-WNZ,ZUH,WNZ,01020000000200000009151C5E10585C4023BA675DA301364091D26C1E87365E40E560360186E93B40
ZUH-XMN,ZUH,XMN,01020000000200000009151C5E10585C4023BA675DA30136400000002031885D40000000A0438B3840
ZYI-PEK,ZYI,PEK,010200000002000000DC4603780BC05A40F4FDD478E9963B40000000A070255D40010000C0400A4440
PEU-TGU,PEU,TGU,010200000002000000EFAEB321FFF154C0BC0512143F862E40000000A0E6CD55C0000000402E1F2C40
RTB-SAP,RTB,SAP,0102000000020000006F2D93E178A155C0CF6740BD1951304092E7FA3E1CFB55C0D656EC2FBBE72E40
RTB-TGU,RTB,TGU,0102000000020000006F2D93E178A155C0CF6740BD19513040000000A0E6CD55C0000000402E1F2C40
SAP-RTB,SAP,RTB,01020000000200000092E7FA3E1CFB55C0D656EC2FBBE72E406F2D93E178A155C0CF6740BD19513040
SAP-TGU,SAP,TGU,01020000000200000092E7FA3E1CFB55C0D656EC2FBBE72E40000000A0E6CD55C0000000402E1F2C40
TGU-PEU,TGU,PEU,010200000002000000000000A0E6CD55C0000000402E1F2C40EFAEB321FFF154C0BC0512143F862E40
TGU-RTB,TGU,RTB,010200000002000000000000A0E6CD55C0000000402E1F2C406F2D93E178A155C0CF6740BD19513040
TGU-SAP,TGU,SAP,010200000002000000000000A0E6CD55C0000000402E1F2C4092E7FA3E1CFB55C0D656EC2FBBE72E40
AJA-AVN,AJA,AVN,01020000000200000000000060189B21400000008038F6444000000060799B13400000006022F44540
AVN-AJA,AVN,AJA,01020000000200000000000060799B13400000006022F4454000000060189B21400000008038F64440
AVN-LIG,AVN,LIG,01020000000200000000000060799B13400000006022F4454000000080FCDEF23F0000004070EE4640
BES-BOD,BES,BOD,010200000002000000000000C095AC11C0000000C054394840AEFDFFBFD5E5E6BF2C0E00C0056A4640
BOD-BES,BOD,BES,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A4640000000C095AC11C0000000C054394840
BOD-RNS,BOD,RNS,010200000002000000AEFDFFBFD5E5E6BF2C0E00C0056A464013360020B3C1FBBFAA090060E5084840
LIG-AVN,LIG,AVN,01020000000200000000000080FCDEF23F0000004070EE464000000060799B13400000006022F44540
LIG-LYS,LIG,LYS,01020000000200000000000080FCDEF23F0000004070EE4640286211C30E53144052B5DD04DFDC4640
LYS-LIG,LYS,LIG,010200000002000000286211C30E53144052B5DD04DFDC464000000080FCDEF23F0000004070EE4640
RNS-BOD,RNS,BOD,01020000000200000013360020B3C1FBBFAA090060E5084840AEFDFFBFD5E5E6BF2C0E00C0056A4640
BNE-POM,BNE,POM,01020000000200000000000080BE236340FFFFFFDF5A623BC0000000400A676240FFFFFFBF02E322C0
BUA-RAB,BUA,RAB,0102000000020000000000004089556340010000A074B015C0C5190000290C63400B070080A15C11C0
DAU-LAE,DAU,LAE,010200000002000000BA2700E0A7E661405EFEFFBF6B2C22C0BE141E343B57624098A608707A471AC0
DAU-POM,DAU,POM,010200000002000000BA2700E0A7E661405EFEFFBF6B2C22C0000000400A676240FFFFFFBF02E322C0
DAU-UNG,DAU,UNG,010200000002000000BA2700E0A7E661405EFEFFBF6B2C22C00000002006A9614000000020BA8018C0
GKA-HGU,GKA,HGU,010200000002000000DAFDFF3F8B2C624037EBFF7FA65318C0000000E07809624000000000A24E17C0
GKA-LAE,GKA,LAE,010200000002000000DAFDFF3F8B2C624037EBFF7FA65318C0BE141E343B57624098A608707A471AC0
GKA-MAG,GKA,MAG,010200000002000000DAFDFF3F8B2C624037EBFF7FA65318C07A1500803F39624066FFFFBF0CD414C0
GKA-POM,GKA,POM,010200000002000000DAFDFF3F8B2C624037EBFF7FA65318C0000000400A676240FFFFFFBF02E322C0
GUR-MIS,GUR,MIS,010200000002000000FE1C0020B0CA624072A3FFDF7C9F24C0804100E0D01A634079F2FFDFDE6025C0
GUR-PNP,GUR,PNP,010200000002000000FE1C0020B0CA624072A3FFDF7C9F24C020D6FF5FE3896240E5FDFF9FEC9B21C0
GUR-POM,GUR,POM,010200000002000000FE1C0020B0CA624072A3FFDF7C9F24C0000000400A676240FFFFFFBF02E322C0
HGU-GKA,HGU,GKA,010200000002000000000000E07809624000000000A24E17C0DAFDFF3F8B2C624037EBFF7FA65318C0
HGU-LAE,HGU,LAE,010200000002000000000000E07809624000000000A24E17C0BE141E343B57624098A608707A471AC0
HGU-MAG,HGU,MAG,010200000002000000000000E07809624000000000A24E17C07A1500803F39624066FFFFBF0CD414C0
HGU-MXH,HGU,MXH,010200000002000000000000E07809624000000000A24E17C0EB1B00C09DE7614066FFFFBF0C7419C0
HGU-POM,HGU,POM,010200000002000000000000E07809624000000000A24E17C0000000400A676240FFFFFFBF02E322C0
HGU-TBG,HGU,TBG,010200000002000000000000E07809624000000000A24E17C0C45E28603BA76140AF5A99F04B1D15C0
HGU-TIZ,HGU,TIZ,010200000002000000000000E07809624000000000A24E17C02E11000056DE6140BEF8FF9F476117C0
HGU-WWK,HGU,WWK,010200000002000000000000E07809624000000000A24E17C03F2F008068F56140F8050020AFAB0CC0
HKN-LAE,HKN,LAE,010200000002000000000000C0F5CC62400000002043D915C0BE141E343B57624098A608707A471AC0
HKN-POM,HKN,POM,010200000002000000000000C0F5CC62400000002043D915C0000000400A676240FFFFFFBF02E322C0
HKN-RAB,HKN,RAB,010200000002000000000000C0F5CC62400000002043D915C0C5190000290C63400B070080A15C11C0
KVG-RAB,KVG,RAB,010200000002000000DDE0FF1FDBD96240E5F6FF7F9CA204C0C5190000290C63400B070080A15C11C0
LAE-DAU,LAE,DAU,010200000002000000BE141E343B57624098A608707A471AC0BA2700E0A7E661405EFEFFBF6B2C22C0
LAE-GKA,LAE,GKA,010200000002000000BE141E343B57624098A608707A471AC0DAFDFF3F8B2C624037EBFF7FA65318C0
LAE-HGU,LAE,HGU,010200000002000000BE141E343B57624098A608707A471AC0000000E07809624000000000A24E17C0
LAE-HKN,LAE,HKN,010200000002000000BE141E343B57624098A608707A471AC0000000C0F5CC62400000002043D915C0
LAE-MAG,LAE,MAG,010200000002000000BE141E343B57624098A608707A471AC07A1500803F39624066FFFFBF0CD414C0
LAE-MAS,LAE,MAS,010200000002000000BE141E343B57624098A608707A471AC050340F60916D624074982F2FC07E00C0
LAE-PNP,LAE,PNP,010200000002000000BE141E343B57624098A608707A471AC020D6FF5FE3896240E5FDFF9FEC9B21C0
LAE-POM,LAE,POM,010200000002000000BE141E343B57624098A608707A471AC0000000400A676240FFFFFFBF02E322C0
LAE-RAB,LAE,RAB,010200000002000000BE141E343B57624098A608707A471AC0C5190000290C63400B070080A15C11C0
MAG-GKA,MAG,GKA,0102000000020000007A1500803F39624066FFFFBF0CD414C0DAFDFF3F8B2C624037EBFF7FA65318C0
MAG-HGU,MAG,HGU,0102000000020000007A1500803F39624066FFFFBF0CD414C0000000E07809624000000000A24E17C0
MAG-LAE,MAG,LAE,0102000000020000007A1500803F39624066FFFFBF0CD414C0BE141E343B57624098A608707A471AC0
MAG-WWK,MAG,WWK,0102000000020000007A1500803F39624066FFFFBF0CD414C03F2F008068F56140F8050020AFAB0CC0
MAS-LAE,MAS,LAE,01020000000200000050340F60916D624074982F2FC07E00C0BE141E343B57624098A608707A471AC0
MIS-GUR,MIS,GUR,010200000002000000804100E0D01A634079F2FFDFDE6025C0FE1C0020B0CA624072A3FFDF7C9F24C0
MXH-HGU,MXH,HGU,010200000002000000EB1B00C09DE7614066FFFFBF0C7419C0000000E07809624000000000A24E17C0
MXH-POM,MXH,POM,010200000002000000EB1B00C09DE7614066FFFFBF0C7419C0000000400A676240FFFFFFBF02E322C0
PNP-GUR,PNP,GUR,01020000000200000020D6FF5FE3896240E5FDFF9FEC9B21C0FE1C0020B0CA624072A3FFDF7C9F24C0
PNP-LAE,PNP,LAE,01020000000200000020D6FF5FE3896240E5FDFF9FEC9B21C0BE141E343B57624098A608707A471AC0
PNP-POM,PNP,POM,01020000000200000020D6FF5FE3896240E5FDFF9FEC9B21C0000000400A676240FFFFFFBF02E322C0
POM-BNE,POM,BNE,010200000002000000000000400A676240FFFFFFBF02E322C000000080BE236340FFFFFFDF5A623BC0
POM-BUL,POM,BUL,010200000002000000000000400A676240FFFFFFBF02E322C07613000CC95462400D11D1407ADD1CC0
POM-DAU,POM,DAU,010200000002000000000000400A676240FFFFFFBF02E322C0BA2700E0A7E661405EFEFFBF6B2C22C0
POM-GKA,POM,GKA,010200000002000000000000400A676240FFFFFFBF02E322C0DAFDFF3F8B2C624037EBFF7FA65318C0
POM-GUR,POM,GUR,010200000002000000000000400A676240FFFFFFBF02E322C0FE1C0020B0CA624072A3FFDF7C9F24C0
POM-HGU,POM,HGU,010200000002000000000000400A676240FFFFFFBF02E322C0000000E07809624000000000A24E17C0
POM-HKN,POM,HKN,010200000002000000000000400A676240FFFFFFBF02E322C0000000C0F5CC62400000002043D915C0
POM-LAE,POM,LAE,010200000002000000000000400A676240FFFFFFBF02E322C0BE141E343B57624098A608707A471AC0
POM-MXH,POM,MXH,010200000002000000000000400A676240FFFFFFBF02E322C0EB1B00C09DE7614066FFFFBF0C7419C0
POM-PNP,POM,PNP,010200000002000000000000400A676240FFFFFFBF02E322C020D6FF5FE3896240E5FDFF9FEC9B21C0
POM-RAB,POM,RAB,010200000002000000000000400A676240FFFFFFBF02E322C0C5190000290C63400B070080A15C11C0
POM-TBG,POM,TBG,010200000002000000000000400A676240FFFFFFBF02E322C0C45E28603BA76140AF5A99F04B1D15C0
POM-TIZ,POM,TIZ,010200000002000000000000400A676240FFFFFFBF02E322C02E11000056DE6140BEF8FF9F476117C0
POM-UNG,POM,UNG,010200000002000000000000400A676240FFFFFFBF02E322C00000002006A9614000000020BA8018C0
RAB-BUA,RAB,BUA,010200000002000000C5190000290C63400B070080A15C11C00000004089556340010000A074B015C0
RAB-HKN,RAB,HKN,010200000002000000C5190000290C63400B070080A15C11C0000000C0F5CC62400000002043D915C0
RAB-KVG,RAB,KVG,010200000002000000C5190000290C63400B070080A15C11C0DDE0FF1FDBD96240E5F6FF7F9CA204C0
RAB-LAE,RAB,LAE,010200000002000000C5190000290C63400B070080A15C11C0BE141E343B57624098A608707A471AC0
RAB-POM,RAB,POM,010200000002000000C5190000290C63400B070080A15C11C0000000400A676240FFFFFFBF02E322C0
TBG-HGU,TBG,HGU,010200000002000000C45E28603BA76140AF5A99F04B1D15C0000000E07809624000000000A24E17C0
TBG-POM,TBG,POM,010200000002000000C45E28603BA76140AF5A99F04B1D15C0000000400A676240FFFFFFBF02E322C0
TBG-UNG,TBG,UNG,010200000002000000C45E28603BA76140AF5A99F04B1D15C00000002006A9614000000020BA8018C0
TIZ-HGU,TIZ,HGU,0102000000020000002E11000056DE6140BEF8FF9F476117C0000000E07809624000000000A24E17C0
TIZ-MXH,TIZ,MXH,0102000000020000002E11000056DE6140BEF8FF9F476117C0EB1B00C09DE7614066FFFFBF0C7419C0
UNG-DAU,UNG,DAU,0102000000020000000000002006A9614000000020BA8018C0BA2700E0A7E661405EFEFFBF6B2C22C0
UNG-HGU,UNG,HGU,0102000000020000000000002006A9614000000020BA8018C0000000E07809624000000000A24E17C0
UNG-POM,UNG,POM,0102000000020000000000002006A9614000000020BA8018C0000000400A676240FFFFFFBF02E322C0
UNG-TBG,UNG,TBG,0102000000020000000000002006A9614000000020BA8018C0C45E28603BA76140AF5A99F04B1D15C0
WWK-HGU,WWK,HGU,0102000000020000003F2F008068F56140F8050020AFAB0CC0000000E07809624000000000A24E17C0
WWK-MAG,WWK,MAG,0102000000020000003F2F008068F56140F8050020AFAB0CC07A1500803F39624066FFFFBF0CD414C0
AMS-MAN,AMS,MAN,0102000000020000003CF71E2E390E1340A741D13C80274A4000000000193302C00000000046AD4A40
BKK-KHH,BKK,KHH,010200000002000000000000E0CE2F594000000020B95C2B400000006066165E40000000E0BC933640
CKG-KHH,CKG,KHH,0102000000020000000000008016A95A40000000801DB83D400000006066165E40000000E0BC933640
FRA-TPE,FRA,TPE,010200000002000000BA1281EA1F2421405470784144044940C4793881E94E5E4032E6AE25E4133940
HAK-TPE,HAK,TPE,01020000000200000000000040609D5B40010000A055EF3340C4793881E94E5E4032E6AE25E4133940
HIJ-TPE,HIJ,TPE,0102000000020000003F2F0080689D604011FEFF1FD2374140C4793881E94E5E4032E6AE25E4133940
HNL-TPE,HNL,TPE,0102000000020000008541994693BD63C08B71FE2614523540C4793881E94E5E4032E6AE25E4133940
ISG-TPE,ISG,TPE,01020000000200000048E17A14AE0F5F40807EDFBF79653840C4793881E94E5E4032E6AE25E4133940
JFK-KIX,JFK,KIX,0102000000020000005EC60380D97152C008E60900E5514440000000E0CEE76040000000C0B1364140
KHH-BKK,KHH,BKK,0102000000020000000000006066165E40000000E0BC933640000000E0CE2F594000000020B95C2B40
KHH-CKG,KHH,CKG,0102000000020000000000006066165E40000000E0BC9336400000008016A95A40000000801DB83D40
KHH-KHN,KHH,KHN,0102000000020000000000006066165E40000000E0BC933640000000A099F95C40000000A070DD3C40
KHH-KIX,KHH,KIX,0102000000020000000000006066165E40000000E0BC933640000000E0CEE76040000000C0B1364140
KHH-MNL,KHH,MNL,0102000000020000000000006066165E40000000E0BC93364029417FA147415E40BF7D1D3867042D40
KHH-OKA,KHH,OKA,0102000000020000000000006066165E40000000E0BC93364046D8FF1F58E95F4006C9FFFF1F323A40
KHH-PEK,KHH,PEK,0102000000020000000000006066165E40000000E0BC933640000000A070255D40010000C0400A4440
KHH-SZX,KHH,SZX,0102000000020000000000006066165E40000000E0BC93364000000060E7735C4000000020A9A33640
KHN-KHH,KHN,KHH,010200000002000000000000A099F95C40000000A070DD3C400000006066165E40000000E0BC933640
KHN-TPE,KHN,TPE,010200000002000000000000A099F95C40000000A070DD3C40C4793881E94E5E4032E6AE25E4133940
KIX-JFK,KIX,JFK,010200000002000000000000E0CEE76040000000C0B13641405EC60380D97152C008E60900E5514440
KIX-KHH,KIX,KHH,010200000002000000000000E0CEE76040000000C0B13641400000006066165E40000000E0BC933640
KIX-RMQ,KIX,RMQ,010200000002000000000000E0CEE76040000000C0B136414000000080BE275E4001000060C3433840
KMI-TPE,KMI,TPE,010200000002000000710600405E6E6040FE1C002090E03F40C4793881E94E5E4032E6AE25E4133940
KOJ-TPE,KOJ,TPE,0102000000020000000000000002576040000000A0ABCD3F40C4793881E94E5E4032E6AE25E4133940
MNL-KHH,MNL,KHH,01020000000200000029417FA147415E40BF7D1D3867042D400000006066165E40000000E0BC933640
NGO-TPE,NGO,TPE,01020000000200000000000080C219614000000000E06D4140C4793881E94E5E4032E6AE25E4133940
OKA-KHH,OKA,KHH,01020000000200000046D8FF1F58E95F4006C9FFFF1F323A400000006066165E40000000E0BC933640
OKA-TPE,OKA,TPE,01020000000200000046D8FF1F58E95F4006C9FFFF1F323A40C4793881E94E5E4032E6AE25E4133940
PEK-KHH,PEK,KHH,010200000002000000000000A070255D40010000C0400A44400000006066165E40000000E0BC933640
PEN-TPE,PEN,TPE,01020000000200000000000060BA1159400000008045301540C4793881E94E5E4032E6AE25E4133940
RMQ-KIX,RMQ,KIX,01020000000200000000000080BE275E4001000060C3433840000000E0CEE76040000000C0B1364140
SYD-TPE,SYD,TPE,01020000000200000000000000AAE56240000000C019F940C0C4793881E94E5E4032E6AE25E4133940
SYX-TPE,SYX,TPE,010200000002000000000000405E5A5B40FFFFFFDF8A4D3240C4793881E94E5E4032E6AE25E4133940
SZX-KHH,SZX,KHH,01020000000200000000000060E7735C4000000020A9A336400000006066165E40000000E0BC933640
TAK-TPE,TAK,TPE,0102000000020000009525002083C06040D51400E06A1B4140C4793881E94E5E4032E6AE25E4133940
TOY-TPE,TOY,TPE,010200000002000000000000200426614000000080FB524240C4793881E94E5E4032E6AE25E4133940
TPE-FRA,TPE,FRA,010200000002000000C4793881E94E5E4032E6AE25E4133940BA1281EA1F2421405470784144044940
TPE-HAK,TPE,HAK,010200000002000000C4793881E94E5E4032E6AE25E413394000000040609D5B40010000A055EF3340
TPE-HIJ,TPE,HIJ,010200000002000000C4793881E94E5E4032E6AE25E41339403F2F0080689D604011FEFF1FD2374140
TPE-HND,TPE,HND,010200000002000000C4793881E94E5E4032E6AE25E4133940357D76C0F5786140874ECFBBB1C64140
TPE-HNL,TPE,HNL,010200000002000000C4793881E94E5E4032E6AE25E41339408541994693BD63C08B71FE2614523540
TPE-ISG,TPE,ISG,010200000002000000C4793881E94E5E4032E6AE25E413394048E17A14AE0F5F40807EDFBF79653840
TPE-KHN,TPE,KHN,010200000002000000C4793881E94E5E4032E6AE25E4133940000000A099F95C40000000A070DD3C40
TPE-KMI,TPE,KMI,010200000002000000C4793881E94E5E4032E6AE25E4133940710600405E6E6040FE1C002090E03F40
TPE-KOJ,TPE,KOJ,010200000002000000C4793881E94E5E4032E6AE25E41339400000000002576040000000A0ABCD3F40
TPE-NGO,TPE,NGO,010200000002000000C4793881E94E5E4032E6AE25E413394000000080C219614000000000E06D4140
TPE-OKA,TPE,OKA,010200000002000000C4793881E94E5E4032E6AE25E413394046D8FF1F58E95F4006C9FFFF1F323A40
TPE-PEN,TPE,PEN,010200000002000000C4793881E94E5E4032E6AE25E413394000000060BA1159400000008045301540
TPE-SYD,TPE,SYD,010200000002000000C4793881E94E5E4032E6AE25E413394000000000AAE56240000000C019F940C0
TPE-SYX,TPE,SYX,010200000002000000C4793881E94E5E4032E6AE25E4133940000000405E5A5B40FFFFFFDF8A4D3240
TPE-TAK,TPE,TAK,010200000002000000C4793881E94E5E4032E6AE25E41339409525002083C06040D51400E06A1B4140
TPE-TOY,TPE,TOY,010200000002000000C4793881E94E5E4032E6AE25E4133940000000200426614000000080FB524240
TPE-URC,TPE,URC,010200000002000000C4793881E94E5E4032E6AE25E41339400000004059DE5540010000E01BF44540
TPE-VIE,TPE,VIE,010200000002000000C4793881E94E5E4032E6AE25E4133940250000E0D7913040D8FFFF3F1E0E4840
TPE-WUH,TPE,WUH,010200000002000000C4793881E94E5E4032E6AE25E41339405A643BDF4F8D5C40D49AE61DA7C83E40
TPE-WUX,TPE,WUX,010200000002000000C4793881E94E5E4032E6AE25E4133940B578FFBF741B5E408AF0FFFF907E3F40
URC-TPE,URC,TPE,0102000000020000000000004059DE5540010000E01BF44540C4793881E94E5E4032E6AE25E4133940
VIE-TPE,VIE,TPE,010200000002000000250000E0D7913040D8FFFF3F1E0E4840C4793881E94E5E4032E6AE25E4133940
WUH-TPE,WUH,TPE,0102000000020000005A643BDF4F8D5C40D49AE61DA7C83E40C4793881E94E5E4032E6AE25E4133940
WUX-TPE,WUX,TPE,010200000002000000B578FFBF741B5E408AF0FFFF907E3F40C4793881E94E5E4032E6AE25E4133940
ADZ-BAQ,ADZ,BAQ,010200000002000000933A014D846D54C026E4839ECD2A2940E02D90A0F8B152C00F0BB5A679C72540
ADZ-CLO,ADZ,CLO,010200000002000000933A014D846D54C026E4839ECD2A2940D50968226C1853C0D44334BA83580C40
ADZ-CTG,ADZ,CTG,010200000002000000933A014D846D54C026E4839ECD2A294046B6F3FDD4E052C03480B74082E22440
ADZ-MDE,ADZ,MDE,010200000002000000933A014D846D54C026E4839ECD2A294002BC051214DB52C00D897B2C7DA81840
ADZ-PEI,ADZ,PEI,010200000002000000933A014D846D54C026E4839ECD2A294017D9CEF753EF52C0E3C281902C401340
ADZ-PTY,ADZ,PTY,010200000002000000933A014D846D54C026E4839ECD2A2940DAFDFF3F8BD853C04A01004089242240
ASU-PTY,ASU,PTY,010200000002000000000000608FC24CC0000000A0703D39C0DAFDFF3F8BD853C04A01004089242240
BAQ-ADZ,BAQ,ADZ,010200000002000000E02D90A0F8B152C00F0BB5A679C72540933A014D846D54C026E4839ECD2A2940
BAQ-PTY,BAQ,PTY,010200000002000000E02D90A0F8B152C00F0BB5A679C72540DAFDFF3F8BD853C04A01004089242240
BGA-PTY,BGA,PTY,010200000002000000401361C3D34B52C0A8C64B3789811C40DAFDFF3F8BD853C04A01004089242240
BOS-PTY,BOS,PTY,0102000000020000004E25034055C051C0900BF75FA12E4540DAFDFF3F8BD853C04A01004089242240
BSB-PTY,BSB,PTY,010200000002000000FFFFFFDFDDF547C00000008003BD2FC0DAFDFF3F8BD853C04A01004089242240
CCS-MDE,CCS,MDE,010200000002000000D844662E70BF50C0541A31B3CF33254002BC051214DB52C00D897B2C7DA81840
CCS-PTY,CCS,PTY,010200000002000000D844662E70BF50C0541A31B3CF332540DAFDFF3F8BD853C04A01004089242240
CLO-ADZ,CLO,ADZ,010200000002000000D50968226C1853C0D44334BA83580C40933A014D846D54C026E4839ECD2A2940
CLO-PTY,CLO,PTY,010200000002000000D50968226C1853C0D44334BA83580C40DAFDFF3F8BD853C04A01004089242240
